response_id,item_index,raw_answer,numeric_score
603,6,2,0.3317
603,7,4,0.5011
603,8,7,0.4302
603,9,3,0.4777
603,10,5,0.6585
603,11,2,0.4877
603,12,4,0.5989
603,13,6,0.6999
603,14,7,0.8971
603,15,3,0.6932
603,16,7,0.982
603,17,3,0.3201
604,1,2,0.6494
604,2,7,0.1887
604,3,4,0.8309
604,4,5,0.1934
604,5,7,0.2739
604,6,5,0.8661
604,7,5,0.3238
604,8,1,0.1401
604,9,4,0.654
604,10,2,0.6428
604,11,1,0.7602
605,1,5,0.6264
605,2,3,0.0948
605,3,4,0.0095
605,4,5,0.2326
605,5,4,0.1411
605,6,6,0.7834
605,7,4,0.7762
605,8,3,0.9272
605,9,6,0.2321
606,1,3,0.4227
606,2,5,0.0241
606,3,2,0.6453
606,4,6,0.6407
606,5,5,0.6122
606,6,7,0.568
606,7,2,0.6214
606,8,3,0.4221
606,9,2,0.7496
606,10,1,0.8926
606,11,5,0.3178
606,12,6,0.6496
606,13,4,0.0928
606,14,2,0.3489
607,1,6,0.4179
607,2,3,0.7599
607,3,5,0.8015
607,4,4,0.3578
607,5,4,0.3031
607,6,6,0.0641
607,7,7,0.5276
607,8,6,0.7511
607,9,4,0.7413
607,10,3,0.5031
607,11,5,0.679
607,12,2,0.0704
608,1,2,0.9633
608,2,3,0.2041
608,3,5,0.5277
608,4,1,0.2718
608,5,6,0.376
608,6,6,0.4822
608,7,1,0.6165
608,8,5,0.0985
608,9,4,0.7676
609,1,2,0.0257
609,2,4,0.3481
609,3,7,0.2347
609,4,4,0.6978
609,5,1,0.1778
609,6,5,0.4233
609,7,1,0.4302
609,8,3,0.3573
609,9,6,0.4362
609,10,7,0.298
609,11,1,0.5867
609,12,6,0.9692
611,1,5,0.1672
611,2,3,0.7736
611,3,5,0.1642
611,4,3,0.1824
611,5,1,0.9079
611,6,1,0.4066
611,7,2,0.6938
611,8,7,0.6272
611,9,6,0.4025
612,1,1,0.4887
612,2,2,0.4666
612,3,3,0.4857
612,4,1,0.7143
612,5,3,0.9167
612,6,5,0.1797
612,7,5,0.1042
612,8,1,0.8188
612,9,1,0.2355
612,10,3,0.5011
612,11,6,0.513
612,12,4,0.5209
612,13,7,0.3284
612,14,1,0.6347
612,15,6,0.6601
612,16,2,0.0124
612,17,4,0.567
613,1,6,0.2126
613,2,1,0.4412
613,3,4,0.0687
613,4,6,0.9853
613,5,3,0.2044
613,6,3,0.9009
613,7,6,0.5037
613,8,7,0.9873
613,9,1,0.2373
613,10,5,0.0517
613,11,3,0.5426
613,12,4,0.8869
613,13,4,0.3752
613,14,4,0.0217
613,15,6,0.5244
613,16,6,0.6683
613,17,2,0.3915
614,1,7,0.1236
614,2,4,0.8392
614,3,3,0.1659
614,4,5,0.8055
614,5,7,0.2639
614,6,6,0.0185
614,7,7,0.4778
614,8,4,0.5336
614,9,4,0.8215
614,10,4,0.8382
614,11,3,0.8187
614,12,2,0.3845
614,13,4,0.1374
615,1,3,0.8201
615,2,2,0.3376
615,3,7,0.3373
615,4,7,0.0499
615,5,6,0.3843
615,6,1,0.7895
615,7,3,0.0026
615,8,7,0.2094
615,9,3,0.5698
615,10,4,0.4434
615,11,4,0.2575
616,1,5,0.4471
616,2,7,0.0861
616,3,6,0.3414
616,4,4,0.8059
616,5,2,0.3381
616,6,4,0.6098
616,7,6,0.8788
616,8,2,0.9937
616,9,5,0.5059
616,10,5,0.7511
616,11,2,0.0786
616,12,1,0.8437
616,13,5,0.402
616,14,1,0.9763
620,1,6,0.9654
620,2,7,0.6383
620,3,4,0.1265
620,4,6,0.6892
620,5,4,0.5057
620,6,1,0.2934
620,7,1,0.6039
620,8,7,0.6099
620,9,4,0.1805
620,10,6,0.6198
620,11,6,0.8096
620,12,7,0.3739
620,13,6,0.1602
620,14,4,0.2521
620,15,5,0.3964
620,16,3,0.2131
620,17,6,0.2951
621,1,1,0.6323
621,2,4,0.8835
621,3,7,0.7753
621,4,2,0.3915
621,5,7,0.2626
621,6,1,0.023
621,7,7,0.8445
621,8,5,0.4336
621,9,5,0.417
621,10,7,0.9014
621,11,2,0.5765
621,12,1,0.4756
621,13,7,0.1785
621,14,5,0.2856
621,15,1,0.7094
622,1,7,0.6289
622,2,1,0.4146
622,3,2,0.7678
622,4,7,0.5746
622,5,2,0.3001
622,6,2,0.9006
622,7,1,0.2736
622,8,2,0.8675
622,9,2,0.2829
623,1,5,0.6498
623,2,7,0.8138
623,3,3,0.9071
623,4,1,0.314
623,5,7,0.8829
623,6,7,0.6018
623,7,1,0.4153
623,8,4,0.4048
623,9,4,0.8479
623,10,7,0.8462
623,11,6,0.3863
623,12,5,0.1406
623,13,1,0.9312
623,14,4,0.0821
623,15,1,0.1371
623,16,6,0.814
623,17,2,0.7003
623,18,3,0.503
623,19,1,0.4477
623,20,6,0.9578
624,1,6,0.0226
624,2,3,0.4573
624,3,2,0.4663
624,4,3,0.9416
624,5,4,0.7986
624,6,4,0.6807
625,1,3,0.7444
625,2,3,0.0068
625,3,2,0.6976
625,4,4,0.644
625,5,2,0.1473
626,1,3,0.4502
626,2,7,0.3253
626,3,3,0.8138
626,4,7,0.235
626,5,3,0.574
626,6,7,0.0942
626,7,1,0.9488
626,8,1,0.1153
626,9,7,0.6711
626,10,4,0.8923
626,11,1,0.6644
626,12,6,0.6163
626,13,7,0.7276
626,14,3,0.2355
626,15,2,0.819
626,16,4,0.4685
627,1,6,0.4614
627,2,5,0.0894
627,3,6,0.2166
627,4,1,0.2397
627,5,7,0.2177
627,6,2,0.8867
627,7,6,0.1746
627,8,6,0.4734
627,9,1,0.8378
627,10,6,0.2323
627,11,3,0.8076
627,12,4,0.3266
627,13,3,0.0932
627,14,6,0.0955
627,15,2,0.4546
627,16,7,0.077
627,17,6,0.5721
628,1,5,0.0057
628,2,6,0.2595
628,3,4,0.8834
628,4,7,0.0528
628,5,4,0.3987
628,6,6,0.8397
628,7,3,0.3479
628,8,7,0.8018
628,9,3,0.5834
628,10,7,0.482
628,11,2,0.3196
628,12,7,0.7306
628,13,7,0.2423
628,14,7,0.9405
628,15,2,0.1569
628,16,1,0.3585
628,17,2,0.4086
629,1,2,0.2885
629,2,4,0.1543
629,3,5,0.635
629,4,7,0.6986
629,5,7,0.5765
629,6,2,0.2086
629,7,5,0.9775
629,8,6,0.6845
629,9,6,0.7938
629,10,1,0.5911
629,11,1,0.7834
629,12,3,0.1286
629,13,1,0.4196
629,14,2,0.5843
629,15,5,0.7865
629,16,2,0.2355
629,17,2,0.7673
629,18,4,0.9456
629,19,7,0.2375
629,20,1,0.094
632,1,7,0.1078
632,2,1,0.0535
632,3,1,0.2323
632,4,3,0.6927
632,5,7,0.9229
632,6,7,0.4449
632,7,1,0.7627
633,1,4,0.6013
633,2,2,0.3622
633,3,7,0.8387
633,4,3,0.7236
633,5,5,0.1083
633,6,1,0.1059
633,7,4,0.357
633,8,2,0.1965
633,9,3,0.0873
633,10,1,0.2931
633,11,7,0.7051
633,12,3,0.7292
633,13,2,0.7734
634,1,3,0.6144
634,2,2,0.6435
634,3,6,0.9546
634,4,4,0.4184
634,5,5,0.363
634,6,5,0.8278
634,7,3,0.7777
634,8,1,0.0289
634,9,1,0.542
634,10,4,0.9388
634,11,4,0.7099
634,12,7,0.8601
634,13,7,0.3368
634,14,6,0.32
634,15,3,0.9871
634,16,4,0.4629
634,17,6,0.8853
634,18,1,0.7865
635,1,3,0.2073
635,2,5,0.934
635,3,2,0.8478
635,4,5,0.209
635,5,4,0.2085
635,6,3,0.7961
635,7,5,0.5751
635,8,4,0.7876
635,9,4,0.5598
635,10,3,0.4617
635,11,7,0.2648
636,1,6,0.5766
636,2,3,0.1052
636,3,6,0.7873
636,4,2,0.0762
636,5,2,0.473
636,6,6,0.2912
636,7,4,0.1662
636,8,2,0.8334
636,9,3,0.1509
636,10,4,0.9661
636,11,3,0.7021
636,12,4,0.2614
636,13,7,0.6378
636,14,6,0.1025
636,15,4,0.5169
636,16,6,0.1417
636,17,5,0.6983
636,18,1,0.5746
636,19,3,0.109
636,20,4,0.2196
637,1,7,0.407
637,2,6,0.2438
637,3,4,0.6451
637,4,5,0.5383
637,5,2,0.7173
637,6,5,0.0864
637,7,4,0.2645
637,8,4,0.881
637,9,2,0.0088
637,10,3,0.0584
637,11,4,0.5515
637,12,5,0.2562
637,13,5,0.69
637,14,3,0.3069
637,15,2,0.9764
638,1,6,0.4268
638,2,6,0.1803
638,3,5,0.7144
638,4,1,0.8718
638,5,4,0.3009
638,6,7,0.0768
638,7,4,0.4224
638,8,7,0.0092
638,9,3,0.3811
639,1,6,0.2708
639,2,4,0.4048
639,3,5,0.2135
639,4,5,0.3093
639,5,3,0.4196
639,6,2,0.1355
639,7,4,0.7922
639,8,4,0.115
639,9,3,0.0496
639,10,1,0.6962
639,11,5,0.268
639,12,3,0.4285
639,13,5,0.5465
639,14,3,0.3119
640,1,4,0.55
640,2,7,0.8031
640,3,3,0.8511
640,4,1,0.7874
640,5,1,0.7522
640,6,6,0.8473
640,7,1,0.0725
640,8,7,0.0395
640,9,2,0.4244
640,10,4,0.5094
640,11,6,0.9025
640,12,5,0.3578
640,13,1,0.275
640,14,5,0.1146
640,15,3,0.3764
640,16,6,0.2958
640,17,6,0.9525
640,18,7,0.5271
640,19,4,0.73
642,1,7,0.6637
642,2,7,0.4795
642,3,1,0.6231
642,4,5,0.2879
642,5,6,0.6864
642,6,2,0.0621
642,7,5,0.8999
642,8,5,0.8947
642,9,7,0.8224
642,10,7,0.0207
642,11,4,0.1429
642,12,5,0.6583
642,13,3,0.7784
643,1,3,0.5392
643,2,6,0.7371
643,3,6,0.991
643,4,1,0.2195
643,5,4,0.5182
643,6,1,0.1666
643,7,1,0.2274
643,8,4,0.1749
643,9,7,0.6408
643,10,4,0.6064
644,1,2,0.7279
644,2,3,0.8113
644,3,7,0.6104
644,4,4,0.5084
644,5,5,0.3258
644,6,2,0.2529
644,7,7,0.1672
644,8,3,0.7466
644,9,1,0.8491
644,10,2,0.1476
644,11,4,0.1537
644,12,7,0.8817
644,13,3,0.0185
644,14,1,0.025
644,15,6,0.5375
644,16,6,0.1264
644,17,3,0.673
644,18,1,0.6003
644,19,3,0.0436
644,20,5,0.9206
645,1,6,0.3121
645,2,2,0.3624
645,3,4,0.4222
645,4,6,0.1207
645,5,7,0.4643
645,6,3,0.2376
645,7,6,0.1963
645,8,7,0.3229
645,9,6,0.2793
645,10,7,0.5312
645,11,6,0.1176
645,12,6,0.7544
645,13,2,0.7288
645,14,4,0.9921
645,15,3,0.8514
645,16,2,0.8643
645,17,3,0.9501
645,18,2,0.3343
645,19,2,0.5456
645,20,7,0.4845
646,1,1,0.3616
646,2,4,0.2432
646,3,5,0.3488
646,4,6,0.8112
646,5,4,0.7257
646,6,4,0.4634
646,7,2,0.8989
646,8,2,0.1854
646,9,5,0.3413
646,10,5,0.7073
646,11,4,0.1851
647,1,6,0.7021
647,2,3,0.1338
647,3,4,0.9875
647,4,2,0.2756
647,5,3,0.2429
647,6,6,0.6984
648,1,5,0.1342
648,2,4,0.4245
648,3,5,0.7413
648,4,4,0.1312
648,5,5,0.9587
648,6,6,0.3844
648,7,6,0.276
648,8,5,0.9894
648,9,7,0.8921
648,10,7,0.7649
648,11,2,0.4616
648,12,7,0.5291
648,13,3,0.1562
648,14,1,0.0269
648,15,1,0.8564
648,16,4,0.8201
648,17,6,0.0959
648,18,5,0.5109
650,1,4,0.9426
650,2,6,0.662
650,3,6,0.3702
650,4,1,0.8252
650,5,7,0.7826
650,6,7,0.3388
650,7,7,0.8034
650,8,7,0.1593
650,9,4,0.3279
650,10,5,0.9761
650,11,2,0.6102
650,12,7,0.0106
650,13,3,0.4403
651,1,1,0.9067
651,2,1,0.9024
651,3,3,0.6698
651,4,1,0.6577
651,5,4,0.8302
651,6,2,0.7149
651,7,4,0.8411
651,8,7,0.451
651,9,6,0.2803
651,10,6,0.1843
651,11,6,0.1357
652,1,1,0.7384
652,2,2,0.0483
652,3,2,0.2536
652,4,6,0.0988
652,5,3,0.0894
652,6,6,0.2802
652,7,6,0.2911
652,8,3,0.8695
652,9,4,0.444
652,10,6,0.9352
652,11,5,0.2244
652,12,3,0.684
652,13,1,0.7081
652,14,5,0.6213
652,15,4,0.1907
652,16,5,0.2648
653,1,6,0.4341
653,2,5,0.4948
653,3,7,0.5393
653,4,3,0.4103
653,5,4,0.9539
653,6,5,0.737
653,7,2,0.1839
653,8,2,0.8051
653,9,1,0.3912
654,1,1,0.1997
654,2,2,0.4357
654,3,2,0.3984
654,4,1,0.7567
654,5,5,0.8747
654,6,7,0.5624
654,7,5,0.3473
654,8,1,0.0247
655,1,2,0.0289
655,2,6,0.9263
655,3,4,0.9504
655,4,4,0.6158
655,5,6,0.2875
655,6,1,0.5591
657,1,6,0.0813
657,2,6,0.7228
657,3,4,0.7085
657,4,2,0.1974
657,5,4,0.0418
657,6,2,0.2089
657,7,3,0.4092
657,8,1,0.1021
657,9,3,0.7824
657,10,1,0.0586
657,11,2,0.252
657,12,2,0.2138
657,13,2,0.9283
657,14,3,0.8411
657,15,7,0.6454
658,1,1,0.4569
658,2,1,0.0561
658,3,2,0.4752
658,4,2,0.3704
658,5,6,0.3365
658,6,7,0.0669
658,7,1,0.1145
658,8,6,0.917
658,9,2,0.6108
658,10,4,0.2187
658,11,6,0.8732
658,12,6,0.221
658,13,3,0.4234
659,1,2,0.5856
659,2,3,0.6571
659,3,1,0.7521
659,4,4,0.206
659,5,1,0.1313
659,6,3,0.9367
659,7,4,0.1258
659,8,4,0.2119
659,9,4,0.1764
659,10,3,0.5208
659,11,6,0.4679
659,12,4,0.6831
660,1,6,0.7878
660,2,4,0.258
660,3,4,0.0428
660,4,1,0.5057
660,5,3,0.5344
660,6,4,0.4606
660,7,3,0.2354
660,8,3,0.8841
660,9,6,0.9845
660,10,1,0.9164
661,1,5,0.2737
661,2,6,0.1457
661,3,4,0.4483
661,4,4,0.9851
661,5,6,0.4464
661,6,6,0.9167
661,7,3,0.6282
661,8,5,0.6625
661,9,7,0.5317
662,1,6,0.1554
662,2,3,0.0004
662,3,3,0.6394
662,4,5,0.8758
662,5,7,0.058
662,6,3,0.8913
662,7,3,0.2599
662,8,5,0.7174
662,9,2,0.5989
662,10,3,0.1397
662,11,6,0.1258
662,12,6,0.8867
663,1,5,0.886
663,2,5,0.0089
663,3,5,0.3825
663,4,7,0.5546
663,5,1,0.0501
663,6,7,0.814
663,7,1,0.7184
663,8,2,0.608
663,9,1,0.242
663,10,4,0.759
663,11,4,0.8488
663,12,2,0.7978
663,13,2,0.107
663,14,5,0.8938
663,15,6,0.4308
663,16,2,0.6274
663,17,4,0.9825
664,1,5,0.8347
664,2,7,0.2748
664,3,4,0.5006
664,4,6,0.5144
664,5,6,0.8239
664,6,4,0.8041
664,7,3,0.707
664,8,3,0.5972
664,9,3,0.9329
664,10,1,0.3108
664,11,7,0.8857
664,12,5,0.4879
664,13,3,0.7006
664,14,1,0.2801
664,15,2,0.2833
664,16,1,0.2193
664,17,6,0.4171
664,18,6,0.3195
664,19,2,0.2029
665,1,6,0.1187
665,2,1,0.0964
665,3,6,0.9897
665,4,2,0.4728
665,5,3,0.9336
665,6,7,0.8039
665,7,7,0.1974
665,8,5,0.8184
665,9,2,0.7702
665,10,3,0.044
665,11,2,0.1276
665,12,2,0.6408
665,13,4,0.5148
665,14,5,0.5052
666,1,4,0.4111
666,2,4,0.3882
666,3,6,0.1029
666,4,5,0.0072
666,5,3,0.7681
667,1,3,0.857
667,2,2,0.983
667,3,5,0.1193
667,4,1,0.5867
667,5,1,0.0297
667,6,2,0.7183
667,7,7,0.5764
667,8,4,0.1684
667,9,7,0.7283
667,10,1,0.2145
667,11,5,0.5057
667,12,2,0.7136
667,13,6,0.804
667,14,7,0.4358
667,15,3,0.1551
667,16,5,0.2974
667,17,5,0.7007
667,18,7,0.5196
667,19,1,0.656
667,20,5,0.1738
668,1,5,0.4643
668,2,3,0.5945
668,3,6,0.4376
668,4,5,0.9492
668,5,6,0.3605
668,6,7,0.6045
668,7,4,0.5735
668,8,7,0.7249
668,9,2,0.2696
668,10,3,0.5552
668,11,5,0.521
668,12,5,0.1954
669,1,6,0.3788
669,2,4,0.0428
669,3,4,0.4546
669,4,1,0.9618
669,5,1,0.6576
669,6,4,0.114
669,7,3,0.4284
669,8,5,0.4892
669,9,2,0.0439
669,10,2,0.2217
669,11,3,0.7714
669,12,4,0.4137
669,13,5,0.1085
671,1,5,0.9951
671,2,2,0.9478
671,3,4,0.0804
671,4,1,0.1026
671,5,3,0.0161
671,6,4,0.1229
671,7,2,0.2402
672,1,3,0.3916
672,2,2,0.995
672,3,3,0.5856
672,4,7,0.2614
672,5,5,0.8656
673,1,3,0.057
673,2,1,0.1272
673,3,6,0.4326
673,4,2,0.0926
673,5,4,0.3825
673,6,4,0.8106
673,7,6,0.3367
673,8,5,0.2828
673,9,7,0.1679
674,1,4,0.3234
674,2,7,0.8131
674,3,1,0.631
674,4,6,0.3003
674,5,4,0.3818
674,6,6,0.2409
674,7,5,0.5099
674,8,1,0.964
674,9,6,0.4494
674,10,2,0.161
675,1,7,0.389
675,2,7,0.5042
675,3,2,0.1135
675,4,5,0.7127
675,5,5,0.7717
675,6,3,0.5428
675,7,2,0.9385
675,8,6,0.5218
675,9,4,0.4637
675,10,5,0.1559
675,11,4,0.1755
675,12,1,0.7923
676,1,3,0.3038
676,2,1,0.0786
676,3,2,0.7793
676,4,1,0.7045
676,5,6,0.7643
676,6,3,0.2619
676,7,7,0.6987
676,8,3,0.2543
676,9,4,0.4782
676,10,1,0.7354
676,11,3,0.2706
677,1,3,0.4756
677,2,3,0.6485
677,3,7,0.6046
677,4,4,0.6545
677,5,7,0.4659
677,6,5,0.0031
677,7,2,0.6723
677,8,7,0.2344
677,9,7,0.0869
677,10,7,0.381
677,11,3,0.7379
677,12,5,0.7672
677,13,5,0.275
677,14,5,0.3164
677,15,5,0.1235
677,16,7,0.1892
678,1,1,0.8976
678,2,1,0.7462
678,3,7,0.3644
678,4,3,0.6017
678,5,1,0.4439
678,6,3,0.1151
678,7,3,0.785
678,8,3,0.1651
678,9,3,0.8256
678,10,6,0.7558
678,11,6,0.0105
678,12,1,0.4985
678,13,2,0.1871
678,14,6,0.7051
678,15,3,0.2434
678,16,1,0.3969
678,17,5,0.9309
678,18,2,0.6806
679,1,4,0.6131
679,2,3,0.0461
679,3,3,0.3204
679,4,5,0.8919
679,5,6,0.3263
679,6,2,0.8555
679,7,2,0.1005
679,8,7,0.9361
679,9,3,0.3001
679,10,1,0.1876
679,11,5,0.4415
679,12,3,0.4257
679,13,2,0.9953
679,14,6,0.8181
680,1,1,0.8644
680,2,3,0.2404
680,3,5,0.3793
680,4,3,0.5108
680,5,1,0.7188
680,6,6,0.5315
680,7,6,0.1613
680,8,2,0.3885
680,9,3,0.9214
680,10,5,0.9798
681,1,3,0.9859
681,2,4,0.6481
681,3,6,0.2291
681,4,7,0.086
681,5,6,0.0747
681,6,6,0.4477
681,7,6,0.8503
681,8,5,0.0545
681,9,4,0.5635
681,10,5,0.1017
682,1,6,0.5746
682,2,1,0.7424
682,3,4,0.0288
682,4,4,0.1174
682,5,6,0.2679
682,6,3,0.3353
682,7,6,0.1891
683,1,4,0.8953
683,2,7,0.1011
683,3,1,0.4889
683,4,5,0.3333
683,5,4,0.3165
683,6,7,0.8832
684,1,1,0.9802
684,2,6,0.6205
684,3,1,0.8525
684,4,4,0.0131
684,5,6,0.5607
684,6,3,0.3613
684,7,4,0.0846
684,8,5,0.1438
684,9,5,0.7134
684,10,3,0.4933
684,11,6,0.9104
684,12,2,0.5246
684,13,5,0.1389
684,14,3,0.8686
685,1,5,0.5489
685,2,3,0.3561
685,3,2,0.1978
685,4,3,0.1038
685,5,2,0.9404
685,6,4,0.6333
685,7,5,0.9796
685,8,1,0.5558
685,9,4,0.5501
685,10,2,0.2734
685,11,2,0.1727
685,12,5,0.4558
685,13,1,0.8447
685,14,1,0.3342
685,15,7,0.5343
685,16,6,0.0086
685,17,5,0.9453
685,18,5,0.9548
685,19,5,0.6212
686,1,1,0.9977
686,2,2,0.1627
686,3,5,0.9876
686,4,7,0.2394
686,5,3,0.9792
686,6,7,0.0792
686,7,3,0.8372
686,8,1,0.4738
686,9,3,0.3801
686,10,5,0.6486
686,11,4,0.2363
686,12,5,0.3766
686,13,7,0.5143
687,1,5,0.8384
687,2,4,0.8726
687,3,2,0.6872
687,4,6,0.9587
687,5,6,0.8742
687,6,4,0.0435
687,7,5,0.4369
687,8,3,0.7753
687,9,7,0.468
687,10,1,0.3393
687,11,7,0.6854
687,12,6,0.8676
688,1,1,0.5052
688,2,7,0.8968
688,3,1,0.1134
688,4,7,0.8472
688,5,6,0.3113
688,6,4,0.2258
688,7,4,0.6393
688,8,2,0.5847
688,9,7,0.5516
688,10,2,0.1543
689,1,7,0.383
689,2,6,0.9303
689,3,3,0.5043
689,4,7,0.1712
689,5,7,0.8403
689,6,1,0.5164
689,7,2,0.6722
689,8,6,0.229
689,9,3,0.4298
689,10,5,0.8735
689,11,7,0.0466
689,12,2,0.1952
689,13,2,0.9544
689,14,7,0.7186
689,15,4,0.3297
689,16,7,0.2642
689,17,3,0.3539
689,18,3,0.2788
690,1,7,0.2164
690,2,2,0.8064
690,3,4,0.2244
690,4,3,0.0616
690,5,4,0.1624
690,6,7,0.4536
690,7,5,0.6141
690,8,1,0.0592
690,9,1,0.4289
690,10,7,0.1197
690,11,4,0.8915
690,12,5,0.1471
690,13,7,0.0005
690,14,7,0.6043
690,15,3,0.5308
690,16,5,0.2083
691,1,6,0.704
691,2,1,0.3083
691,3,7,0.3682
691,4,4,0.601
691,5,4,0.8854
691,6,3,0.8454
691,7,5,0.4209
691,8,7,0.0804
691,9,4,0.7845
691,10,5,0.7794
691,11,2,0.2255
691,12,5,0.1289
691,13,1,0.0949
691,14,1,0.9712
693,1,3,0.3794
693,2,6,0.3063
693,3,5,0.2884
693,4,3,0.4411
693,5,4,0.8928
693,6,6,0.2722
694,1,2,0.8062
694,2,6,0.3702
694,3,1,0.1208
694,4,7,0.5303
694,5,5,0.7541
694,6,1,0.5401
694,7,2,0.0603
694,8,2,0.4729
694,9,3,0.6504
694,10,3,0.6189
694,11,2,0.8764
694,12,3,0.293
694,13,1,0.9216
694,14,4,0.6748
694,15,3,0.3621
694,16,4,0.9591
694,17,5,0.7671
694,18,7,0.7841
694,19,1,0.0193
694,20,6,0.1579
697,1,7,0.3545
697,2,7,0.8086
697,3,1,0.8358
697,4,3,0.2117
697,5,7,0.0842
697,6,7,0.6626
697,7,3,0.7397
697,8,4,0.631
697,9,4,0.8247
697,10,7,0.2316
697,11,2,0.1572
697,12,4,0.1186
697,13,2,0.0257
698,1,6,0.6959
698,2,5,0.0655
698,3,5,0.8256
698,4,3,0.2523
698,5,6,0.2196
698,6,4,0.8872
698,7,1,0.2685
698,8,7,0.1884
698,9,7,0.8262
698,10,4,0.4005
698,11,6,0.6688
699,1,6,0.9714
699,2,3,0.3429
699,3,7,0.3177
699,4,7,0.3313
699,5,1,0.0504
699,6,2,0.9014
699,7,2,0.0221
699,8,4,0.7984
699,9,7,0.5982
699,10,3,0.4936
699,11,5,0.4488
699,12,1,0.253
699,13,7,0.3387
699,14,5,0.7304
699,15,4,0.4171
699,16,3,0.7525
699,17,7,0.2639
699,18,7,0.4975
699,19,4,0.654
699,20,6,0.2524
700,1,3,0.7625
700,2,2,0.9106
700,3,7,0.4629
700,4,5,0.0488
700,5,4,0.3857
700,6,3,0.6221
701,1,3,0.4345
701,2,3,0.9492
701,3,7,0.5818
701,4,2,0.7997
701,5,6,0.2285
701,6,7,0.2797
702,1,6,0.5699
702,2,4,0.4476
702,3,4,0.3503
702,4,6,0.27
702,5,6,0.5802
702,6,7,0.6695
702,7,4,0.7954
702,8,4,0.564
702,9,4,0.3854
703,1,7,0.2337
703,2,4,0.2105
703,3,7,0.6074
703,4,4,0.762
703,5,7,0.9998
703,6,2,0.4861
703,7,1,0.7697
704,1,5,0.6655
704,2,7,0.3869
704,3,7,0.8858
704,4,2,0.8242
704,5,1,0.1564
704,6,6,0.4574
704,7,2,0.1855
704,8,4,0.9169
704,9,3,0.0724
704,10,2,0.8321
704,11,3,0.7142
704,12,6,0.8464
704,13,1,0.0258
704,14,2,0.5774
704,15,5,0.9657
704,16,4,0.7269
705,1,6,0.182
705,2,6,0.0889
705,3,3,0.0644
705,4,1,0.2042
705,5,7,0.9228
705,6,7,0.2511
705,7,5,0.2885
705,8,6,0.4866
705,9,6,0.308
706,1,2,0.9887
706,2,2,0.8597
706,3,3,0.9242
706,4,4,0.6858
706,5,6,0.1364
706,6,2,0.3428
706,7,1,0.7522
706,8,5,0.9079
706,9,6,0.8581
706,10,6,0.9321
706,11,2,0.1189
707,1,3,0.732
707,2,7,0.6152
707,3,5,0.1771
707,4,6,0.8561
707,5,7,0.3166
707,6,3,0.024
707,7,6,0.7356
707,8,6,0.1277
707,9,7,0.5651
707,10,5,0.9597
707,11,4,0.7424
707,12,4,0.9313
707,13,6,0.8872
709,1,2,0.6315
709,2,4,0.7801
709,3,3,0.492
709,4,5,0.3482
709,5,6,0.0666
709,6,1,0.7049
709,7,7,0.4186
709,8,4,0.1635
709,9,3,0.7781
709,10,2,0.2568
709,11,7,0.6515
709,12,7,0.0616
709,13,5,0.0242
709,14,3,0.5587
709,15,4,0.7908
709,16,7,0.73
709,17,1,0.8437
710,1,7,0.0093
710,2,6,0.0717
710,3,1,0.2332
710,4,4,0.9516
710,5,7,0.6845
710,6,5,0.0672
710,7,5,0.108
710,8,1,0.9915
710,9,3,0.1815
710,10,5,0.2626
710,11,2,0.4822
710,12,4,0.5369
711,1,5,0.5004
711,2,3,0.0196
711,3,6,0.4332
711,4,1,0.7956
711,5,1,0.1666
711,6,6,0.6539
711,7,2,0.2935
711,8,2,0.1628
711,9,5,0.1006
711,10,1,0.7496
711,11,4,0.2846
711,12,5,0.2877
711,13,7,0.9908
712,1,7,0.6515
712,2,6,0.0596
712,3,3,0.0479
712,4,1,0.7947
712,5,6,0.3171
712,6,4,0.9414
712,7,3,0.1466
712,8,2,0.5992
712,9,4,0.0868
712,10,3,0.3741
712,11,7,0.4169
712,12,4,0.168
712,13,6,0.6643
712,14,6,0.3969
712,15,7,0.1788
712,16,1,0.9199
712,17,7,0.1204
712,18,7,0.7635
713,1,3,0.4728
713,2,6,0.1266
713,3,6,0.8743
713,4,2,0.3542
713,5,5,0.2412
713,6,4,0.4585
713,7,5,0.0566
713,8,4,0.6137
713,9,3,0.3128
713,10,2,0.9999
713,11,6,0.7316
714,1,3,0.6765
714,2,5,0.8699
714,3,4,0.0638
714,4,6,0.1722
714,5,4,0.1146
714,6,4,0.8329
714,7,4,0.3264
714,8,3,0.6263
714,9,4,0.0884
715,1,5,0.3853
715,2,1,0.5955
715,3,4,0.2353
715,4,5,0.8553
715,5,1,0.2221
715,6,7,0.732
715,7,1,0.7226
716,1,6,0.4098
716,2,6,0.7146
716,3,6,0.1046
716,4,6,0.2517
716,5,2,0.0602
716,6,1,0.5716
716,7,5,0.4357
716,8,3,0.6579
716,9,5,0.7705
716,10,4,0.8501
717,1,1,0.1348
717,2,3,0.1625
717,3,4,0.4402
717,4,2,0.105
717,5,1,0.8342
717,6,2,0.5183
717,7,6,0.3963
717,8,2,0.6121
717,9,3,0.0355
717,10,7,0.0432
717,11,4,0.5772
717,12,3,0.0905
717,13,6,0.2365
717,14,4,0.4343
717,15,1,0.3255
718,1,2,0.0089
718,2,1,0.5984
718,3,6,0.29
718,4,4,0.8304
718,5,7,0.0472
718,6,3,0.8714
718,7,3,0.111
718,8,6,0.8247
718,9,1,0.3515
718,10,7,0.7224
