wave_id,study_id,respondent_id,wave_date,employment_status,job_sector,weekly_hours,gross_monthly_usd,job_satisfaction,financial_anxiety
1722,9,312,2023-09-12,Full-time,Technology,42.5,8389.33,0.543,0.9273
1723,9,749,2023-04-29,Retired,Construction,0,710.3,0.2149,0.9924
1724,9,749,2023-07-27,Retired,Construction,0,201.83,0.099,0.4211
1725,9,749,2023-09-12,Retired,Retail,0,320.37,0.7387,0.7487
1726,9,754,2023-04-29,Unemployed,Healthcare,0,865.58,0.6024,0.514
1727,9,754,2023-07-27,Unemployed,Hospitality,0,1166.28,0.3662,0.3058
1728,9,754,2023-09-12,Unemployed,Healthcare,0,394.71,0.5145,0.6713
1729,9,64,2023-04-29,Student,Finance,0.13,640.55,0.7067,0.0285
1730,9,64,2023-07-27,Student,Finance,22.6,3243.89,0.9991,0.2807
1731,9,64,2023-09-12,Student,Technology,7.25,1650.15,0.6681,0.4315
1732,9,669,2023-04-29,Full-time,Technology,28.94,11323.09,0.7829,0.1923
1733,9,669,2023-07-27,Full-time,Hospitality,0.52,11380.13,0.7597,0.5372
1734,9,669,2023-09-12,Full-time,Retail,28.79,7846.83,0.5545,0.4337
1735,9,797,2023-04-29,Full-time,Healthcare,28.76,6229.7,0.5925,0.1611
1736,9,797,2023-07-27,Full-time,Hospitality,9.48,9817.41,0.8798,0.2326
1737,9,797,2023-09-12,Full-time,Public Sector,29.68,8618.83,0.7238,0.3214
1738,9,388,2023-04-29,Part-time,Hospitality,38.2,3483.63,0.3674,0.4855
1739,9,388,2023-07-27,Part-time,Construction,23.03,1992.7,0.4918,0.5066
1740,9,388,2023-09-12,Part-time,Manufacturing,21.79,1853.1,0.0675,0.1501
1741,10,406,2023-01-13,Full-time,Hospitality,47.71,1942.96,0.7098,0.0785
1742,10,406,2023-01-31,Full-time,Hospitality,28.99,2674.13,0.7582,0.5606
1743,10,620,2023-01-13,Full-time,Technology,35.85,6623.33,0.4585,0.3457
1744,10,620,2023-01-31,Full-time,Education,13.48,8957.97,0.5525,0.3771
1745,10,30,2023-01-13,Unemployed,Healthcare,0,270.8,0.6913,0.0157
1746,10,30,2023-01-31,Unemployed,Healthcare,0,489.81,0.7826,0.4426
1747,10,310,2023-01-13,Part-time,Education,5.79,1221.09,0.0615,0.2239
1748,10,310,2023-01-31,Part-time,Construction,32.03,722.56,0.3803,0.4512
1749,10,761,2023-01-13,Unemployed,Finance,0,1050.07,0.0098,0.0737
1750,10,761,2023-01-31,Unemployed,Finance,0,765.08,0.2592,0.4213
1751,10,10,2023-01-13,Self-employed,Education,26.05,2172.22,0.4208,0.7738
1752,10,10,2023-01-31,Self-employed,Finance,43.26,3799.92,0.8241,0.497
1753,10,147,2023-01-13,Full-time,Hospitality,35.32,4705.23,0.9638,0.7912
1754,10,147,2023-01-31,Full-time,Finance,44.75,7340.65,0.8721,0.2886
1755,10,206,2023-01-13,Full-time,Finance,49.64,8696.77,0.0562,0.1504
1756,10,206,2023-01-31,Full-time,Manufacturing,32.97,9541.79,0.1278,0.7264
1757,10,773,2023-01-13,Unemployed,Finance,0,1078.46,0.9005,0.6728
1758,10,773,2023-01-31,Unemployed,Healthcare,0,315.66,0.5437,0.3482
1759,10,306,2023-01-13,Full-time,Manufacturing,4.19,5252.57,0.3474,0.4389
1760,10,306,2023-01-31,Full-time,Healthcare,19.43,10809.66,0.3791,0.0277
1761,10,535,2023-01-13,Full-time,Education,37.64,5153.59,0.3651,0.7993
1762,10,535,2023-01-31,Full-time,Manufacturing,37.41,5280.89,0.45,0.2734
1763,10,50,2023-01-13,Unemployed,Public Sector,0,16.43,0.0313,0.2779
1764,10,50,2023-01-31,Unemployed,Retail,0,902.52,0.6383,0.0605
1765,10,166,2023-01-13,Self-employed,Construction,24.75,2434.8,0.5094,0.9073
1766,10,166,2023-01-31,Self-employed,Education,28.23,3221.16,0.0473,0.1778
1767,10,694,2023-01-13,Full-time,Construction,31.39,3562.6,0.2782,0.7159
1768,10,694,2023-01-31,Full-time,Technology,30.61,4077.71,0.2312,0.6383
1769,10,747,2023-01-13,Student,Public Sector,47.86,1952.91,0.5946,0.7712
1770,10,747,2023-01-31,Student,Manufacturing,25.58,3584.94,0.6879,0.5929
1771,10,765,2023-01-13,Full-time,Technology,45.97,3228.28,0.3117,0.5877
1772,10,765,2023-01-31,Full-time,Education,8.61,3283.25,0.4487,0.9843
1773,10,126,2023-01-13,Student,Public Sector,38.18,2368.73,0.2729,0.1301
1774,10,126,2023-01-31,Student,Construction,12.57,892.1,0.4631,0.3405
1775,10,59,2023-01-13,Student,Healthcare,19.05,3363.69,0.7668,0.646
1776,10,59,2023-01-31,Part-time,Public Sector,14.58,1913.84,0.4551,0.7296
1777,10,428,2023-01-13,Student,Education,0.05,2599.49,0.3109,0.2408
1778,10,428,2023-01-31,Student,Finance,39.62,690.67,0.579,0.3095
1779,10,132,2023-01-13,Part-time,Construction,23.33,3912.08,0.3875,0.7496
1780,10,132,2023-01-31,Unemployed,Construction,0,772.51,0.4054,0.1825
1781,10,712,2023-01-13,Unemployed,Finance,0,575.08,0.6773,0.1443
1782,10,712,2023-01-31,Unemployed,Retail,0,372.05,0.8597,0.3086
1783,10,746,2023-01-13,Full-time,Public Sector,22.84,11616.43,0.2498,0.4151
1784,10,746,2023-01-31,Full-time,Retail,26.52,9600.47,0.7384,0.2081
1785,10,781,2023-01-13,Full-time,Finance,17.7,3569.5,0.1642,0.9921
1786,10,781,2023-01-31,Part-time,Finance,6.3,3383.3,0.5206,0.8808
1787,10,460,2023-01-13,Unemployed,Education,0,646.87,0.7004,0.5631
1788,10,460,2023-01-31,Unemployed,Hospitality,0,1033.83,0.5313,0.5907
1789,10,523,2023-01-13,Unemployed,Healthcare,0,842.84,0.1361,0.9218
1790,10,523,2023-01-31,Unemployed,Technology,0,1196.74,0.9136,0.3183
1791,10,322,2023-01-13,Student,Hospitality,39.44,2526.58,0.569,0.2198
1792,10,322,2023-01-31,Student,Healthcare,16.69,1051.44,0.9831,0.8551
1793,10,566,2023-01-13,Retired,Healthcare,0,891.91,0.1346,0.321
1794,10,566,2023-01-31,Unemployed,Manufacturing,0,28.17,0.6842,0.4859
1795,10,691,2023-01-13,Full-time,Retail,26.71,9558.43,0.7887,0.2193
1796,10,691,2023-01-31,Student,Hospitality,36.97,1191.79,0.6596,0.8037
1797,10,635,2023-01-13,Part-time,Technology,45.75,2361.14,0.606,0.6693
1798,10,635,2023-01-31,Student,Technology,2.16,1677.19,0.3658,0.9681
1799,10,151,2023-01-13,Unemployed,Retail,0,58.97,0.4744,0.3144
1800,10,151,2023-01-31,Unemployed,Education,0,975.41,0.6693,0.7448
1801,10,714,2023-01-13,Student,Education,31.6,2927.31,0.2043,0.408
1802,10,714,2023-01-31,Student,Education,12.5,2021.34,0.3016,0.3433
1803,10,736,2023-01-13,Part-time,Healthcare,34.03,3241.74,0.9061,0.8815
1804,10,736,2023-01-31,Part-time,Finance,17.34,3146.6,0.5982,0.8905
1805,10,469,2023-01-13,Full-time,Construction,42.8,8861.89,0.5132,0.2187
1806,10,469,2023-01-31,Full-time,Public Sector,19.21,7491.02,0.2277,0.8262
1807,10,350,2023-01-13,Retired,Retail,0,286.31,0.5339,0.7317
1808,10,350,2023-01-31,Student,Construction,22.61,588.04,0.9692,0.57
1809,10,284,2023-01-13,Self-employed,Manufacturing,9.92,3444.37,0.7062,0.2976
1810,10,284,2023-01-31,Self-employed,Healthcare,10.51,2221.1,0.619,0.6588
1811,10,519,2023-01-13,Full-time,Technology,23.17,5623.0,0.332,0.3705
1812,10,519,2023-01-31,Full-time,Healthcare,30.09,4249.44,0.6536,0.0211
1813,10,43,2023-01-13,Self-employed,Technology,49.65,1127.58,0.3555,0.6479
1814,10,43,2023-01-31,Self-employed,Healthcare,5.74,2754.9,0.3787,0.1577
1815,10,267,2023-01-13,Part-time,Education,4.5,2985.72,0.7651,0.0088
1816,10,267,2023-01-31,Full-time,Healthcare,37.08,10722.75,0.3767,0.9448
1817,10,415,2023-01-13,Unemployed,Construction,0,834.51,0.3078,0.1259
1818,10,415,2023-01-31,Unemployed,Finance,0,453.87,0.4544,0.3154
1819,10,698,2023-01-13,Self-employed,Finance,20.52,2714.31,0.7435,0.0166
1820,10,698,2023-01-31,Self-employed,Finance,39.5,3039.94,0.0246,0.0451
1821,10,293,2023-01-13,Full-time,Manufacturing,43.18,3048.81,0.4726,0.3984
1822,10,293,2023-01-31,Full-time,Healthcare,42.52,2228.07,0.7607,0.5866
1823,10,771,2023-01-13,Unemployed,Technology,0,1111.29,0.5497,0.7979
1824,10,771,2023-01-31,Unemployed,Retail,0,298.34,0.9436,0.7528
1825,10,783,2023-01-13,Full-time,Public Sector,7.71,9459.08,0.1018,0.0061
1826,10,783,2023-01-31,Full-time,Healthcare,46.01,5787.95,0.9804,0.1878
1827,10,517,2023-01-13,Full-time,Retail,38.79,8285.75,0.8459,0.4476
1828,10,517,2023-01-31,Full-time,Hospitality,9.55,9698.17,0.6143,0.5692
1829,10,492,2023-01-13,Part-time,Manufacturing,39.45,2442.75,0.9181,0.6221
1830,10,492,2023-01-31,Part-time,Finance,16.14,2540.41,0.9681,0.1087
1831,10,779,2023-01-13,Part-time,Construction,33.39,2108.23,0.6586,0.6415
1832,10,779,2023-01-31,Part-time,Hospitality,21.01,3472.99,0.6784,0.7794
1833,10,745,2023-01-13,Unemployed,Construction,0,464.19,0.1001,0.3252
1834,10,745,2023-01-31,Unemployed,Manufacturing,0,437.15,0.6767,0.9799
1835,10,258,2023-01-13,Unemployed,Technology,0,205.21,0.6308,0.3143
1836,10,258,2023-01-31,Unemployed,Hospitality,0,1187.32,0.8125,0.8121
1837,10,45,2023-01-13,Part-time,Public Sector,15.95,1663.33,0.0345,0.4099
1838,10,45,2023-01-31,Part-time,Healthcare,29.02,1485.81,0.295,0.4549
1839,10,777,2023-01-13,Part-time,Retail,11.01,2994.75,0.4631,0.5736
1840,10,777,2023-01-31,Part-time,Education,8.28,1339.47,0.2522,0.228
1841,10,552,2023-01-13,Unemployed,Finance,0,876.03,0.0429,0.3223
1842,10,552,2023-01-31,Unemployed,Healthcare,0,771.8,0.1634,0.2838
1843,10,398,2023-01-13,Full-time,Technology,40.7,7125.79,0.998,0.7146
1844,10,398,2023-01-31,Full-time,Manufacturing,19.34,5291.24,0.905,0.1919
1845,10,782,2023-01-13,Unemployed,Retail,0,456.8,0.6878,0.1119
1846,10,782,2023-01-31,Unemployed,Retail,0,263.12,0.7626,0.9286
1847,10,342,2023-01-13,Student,Finance,27.77,590.89,0.6342,0.5296
1848,10,342,2023-01-31,Student,Construction,17.09,2804.67,0.0341,0.2381
1849,10,357,2023-01-13,Full-time,Manufacturing,21.09,9370.33,0.0061,0.9115
1850,10,357,2023-01-31,Full-time,Technology,1.94,8973.92,0.6105,0.0923
1851,10,66,2023-01-13,Full-time,Technology,20.34,7316.83,0.5546,0.4626
1852,10,66,2023-01-31,Full-time,Education,32.54,11005.57,0.0966,0.7511
1853,10,404,2023-01-13,Self-employed,Finance,16.76,2242.87,0.1563,0.3995
1854,10,404,2023-01-31,Self-employed,Education,31.12,3324.82,0.3398,0.1352
1855,10,191,2023-01-13,Self-employed,Finance,39.86,3924.25,0.9715,0.632
1856,10,191,2023-01-31,Self-employed,Public Sector,49.27,3406.43,0.7003,0.1538
1857,10,485,2023-01-13,Full-time,Technology,41.85,4014.94,0.8465,0.9071
1858,10,485,2023-01-31,Full-time,Construction,5.46,6116.03,0.7718,0.1701
1859,10,92,2023-01-13,Self-employed,Education,31.48,3526.71,0.1607,0.3009
1860,10,92,2023-01-31,Self-employed,Education,30.05,3189.82,0.9423,0.3037
1861,11,751,2020-06-02,Unemployed,Public Sector,0,800.08,0.3657,0.7856
1862,11,751,2020-10-07,Unemployed,Manufacturing,0,448.21,0.4913,0.3217
1863,11,751,2020-12-02,Unemployed,Manufacturing,0,389.0,0.6781,0.1078
1864,11,711,2020-06-02,Full-time,Hospitality,12.11,4245.45,0.0045,0.7057
1865,11,711,2020-10-07,Full-time,Retail,15.96,3998.83,0.2958,0.9238
1866,11,711,2020-12-02,Full-time,Finance,24.48,6162.49,0.879,0.8133
1867,11,776,2020-06-02,Unemployed,Construction,0,436.67,0.7303,0.2171
1868,11,776,2020-10-07,Unemployed,Education,0,291.45,0.9709,0.0183
1869,11,776,2020-12-02,Unemployed,Finance,0,1116.95,0.5725,0.4461
1870,11,455,2020-06-02,Part-time,Manufacturing,15.05,3523.08,0.7547,0.6809
1871,11,455,2020-10-07,Part-time,Retail,26.47,2288.86,0.0799,0.2983
1872,11,455,2020-12-02,Part-time,Finance,43.51,3366.65,0.0523,0.094
1873,11,468,2020-06-02,Self-employed,Finance,22.57,2047.82,0.4681,0.859
1874,11,468,2020-10-07,Self-employed,Finance,32.37,1623.8,0.6968,0.5266
1875,11,468,2020-12-02,Self-employed,Healthcare,32.57,3866.96,0.633,0.3824
1876,11,298,2020-06-02,Student,Finance,39.9,3717.56,0.4633,0.2202
1877,11,298,2020-10-07,Student,Finance,38.66,938.96,0.421,0.8813
1878,11,298,2020-12-02,Student,Technology,44.11,726.79,0.3162,0.6027
1879,11,74,2020-06-02,Unemployed,Finance,0,373.76,0.2888,0.1041
1880,11,74,2020-10-07,Unemployed,Hospitality,0,495.97,0.9654,0.9549
1881,11,74,2020-12-02,Unemployed,Retail,0,313.56,0.6524,0.3804
1882,11,611,2020-06-02,Full-time,Manufacturing,30.05,4651.42,0.1689,0.169
1883,11,611,2020-10-07,Full-time,Public Sector,3.15,8792.91,0.2199,0.9791
1884,11,611,2020-12-02,Full-time,Healthcare,16.24,3146.06,0.7507,0.5611
1885,11,131,2020-06-02,Full-time,Hospitality,23.29,9683.32,0.9537,0.9522
1886,11,131,2020-10-07,Full-time,Technology,21.57,10522.5,0.7579,0.9468
1887,11,131,2020-12-02,Student,Hospitality,33.28,2598.89,0.4321,0.3187
1888,11,216,2020-06-02,Unemployed,Retail,0,1194.63,0.4525,0.4278
1889,11,216,2020-10-07,Unemployed,Education,0,832.39,0.8508,0.4635
1890,11,216,2020-12-02,Unemployed,Public Sector,0,624.38,0.1184,0.315
1891,11,170,2020-06-02,Unemployed,Construction,0,858.82,0.3864,0.2408
1892,11,170,2020-10-07,Unemployed,Public Sector,0,86.71,0.6629,0.5701
1893,11,170,2020-12-02,Unemployed,Manufacturing,0,902.7,0.108,0.2828
1894,11,153,2020-06-02,Full-time,Finance,36.73,10401.06,0.6158,0.6858
1895,11,153,2020-10-07,Full-time,Education,34.65,2118.23,0.1675,0.3973
1896,11,153,2020-12-02,Full-time,Construction,38.47,6745.58,0.617,0.8688
1897,11,532,2020-06-02,Full-time,Healthcare,3.14,5837.56,0.4138,0.5204
1898,11,532,2020-10-07,Full-time,Finance,25.45,4472.39,0.4294,0.2531
1899,11,532,2020-12-02,Full-time,Education,25.8,3433.12,0.9807,0.1461
1900,11,412,2020-06-02,Student,Hospitality,21.9,2709.11,0.9593,0.4346
1901,11,412,2020-10-07,Student,Finance,41.27,2400.42,0.6831,0.4173
1902,11,412,2020-12-02,Student,Healthcare,27.25,1384.27,0.9892,0.6882
1903,11,274,2020-06-02,Full-time,Finance,13.44,11742.34,0.7109,0.7467
1904,11,274,2020-10-07,Full-time,Technology,9.29,10699.63,0.1231,0.4706
1905,11,274,2020-12-02,Full-time,Healthcare,32.34,7286.35,0.3479,0.9981
1906,11,393,2020-06-02,Part-time,Public Sector,39.4,1787.18,0.4282,0.0635
1907,11,393,2020-10-07,Part-time,Manufacturing,15.74,673.38,0.6231,0.5712
1908,11,393,2020-12-02,Part-time,Hospitality,45.63,1773.5,0.1169,0.6109
1909,11,342,2020-06-02,Student,Education,36.79,2193.18,0.683,0.4505
1910,11,342,2020-10-07,Student,Construction,33.41,2154.17,0.2884,0.1133
1911,11,342,2020-12-02,Student,Technology,29.27,1688.22,0.517,0.0985
1912,11,538,2020-06-02,Full-time,Construction,30.75,9181.77,0.7956,0.625
1913,11,538,2020-10-07,Part-time,Education,36.55,3779.77,0.2043,0.0629
1914,11,538,2020-12-02,Part-time,Healthcare,26.39,826.77,0.7107,0.0139
1915,11,409,2020-06-02,Student,Hospitality,20.46,2471.8,0.8321,0.6808
1916,11,409,2020-10-07,Student,Finance,15.51,1699.93,0.9026,0.6617
1917,11,409,2020-12-02,Student,Construction,16.15,3547.16,0.8474,0.4611
1918,11,185,2020-06-02,Retired,Hospitality,0,1049.33,0.7334,0.8212
1919,11,185,2020-10-07,Retired,Construction,0,234.66,0.6905,0.7978
1920,11,185,2020-12-02,Retired,Hospitality,0,1038.02,0.9358,0.2581
1921,11,35,2020-06-02,Student,Manufacturing,22.96,1046.48,0.2489,0.1896
1922,11,35,2020-10-07,Student,Technology,12.96,2296.41,0.6816,0.5575
1923,11,35,2020-12-02,Student,Public Sector,10.39,3091.62,0.5754,0.7688
1924,11,607,2020-06-02,Full-time,Public Sector,9.21,5223.5,0.6113,0.0159
1925,11,607,2020-10-07,Full-time,Technology,8.8,7059.96,0.5248,0.2275
1926,11,607,2020-12-02,Full-time,Retail,17.38,4015.79,0.171,0.0649
1927,11,716,2020-06-02,Student,Technology,21.42,711.62,0.1331,0.1314
1928,11,716,2020-10-07,Student,Technology,17.68,3088.53,0.835,0.9027
1929,11,716,2020-12-02,Student,Healthcare,6.31,1441.37,0.2516,0.6312
1930,11,249,2020-06-02,Full-time,Retail,4.91,8675.07,0.6643,0.6765
1931,11,249,2020-10-07,Full-time,Technology,27.6,5729.41,0.7558,0.7322
1932,11,249,2020-12-02,Full-time,Finance,25.33,4281.23,0.1062,0.9872
1933,11,221,2020-06-02,Retired,Technology,0,123.63,0.7453,0.3481
1934,11,221,2020-10-07,Retired,Retail,0,699.81,0.2169,0.1176
1935,11,221,2020-12-02,Retired,Hospitality,0,907.95,0.5733,0.9791
1936,11,183,2020-06-02,Self-employed,Healthcare,7.04,3065.39,0.4675,0.6714
1937,11,183,2020-10-07,Self-employed,Technology,4.36,2512.96,0.0316,0.2242
1938,11,183,2020-12-02,Self-employed,Healthcare,10.83,3883.4,0.8436,0.8832
1939,11,697,2020-06-02,Unemployed,Retail,0,873.28,0.6849,0.2278
1940,11,697,2020-10-07,Unemployed,Healthcare,0,984.6,0.4933,0.0101
1941,11,697,2020-12-02,Unemployed,Healthcare,0,1017.59,0.9865,0.8756
1942,11,702,2020-06-02,Part-time,Manufacturing,36.86,3888.74,0.0861,0.9226
1943,11,702,2020-10-07,Part-time,Healthcare,31.74,3604.32,0.4273,0.9288
1944,11,702,2020-12-02,Part-time,Retail,33.04,842.8,0.2079,0.1126
1945,11,234,2020-06-02,Retired,Manufacturing,0,487.35,0.6982,0.0922
1946,11,234,2020-10-07,Retired,Construction,0,659.45,0.1674,0.9162
1947,11,234,2020-12-02,Retired,Construction,0,595.21,0.2322,0.0547
1948,11,424,2020-06-02,Full-time,Retail,37.59,9827.53,0.4409,0.0089
1949,11,424,2020-10-07,Full-time,Manufacturing,20.71,11306.59,0.7406,0.2524
1950,11,424,2020-12-02,Full-time,Retail,46.02,2449.82,0.9256,0.4867
1951,11,440,2020-06-02,Part-time,Manufacturing,39.92,3394.56,0.8965,0.1141
1952,11,440,2020-10-07,Part-time,Hospitality,40.3,1758.25,0.4457,0.744
1953,11,440,2020-12-02,Part-time,Finance,11.33,1728.9,0.3535,0.8729
1954,11,725,2020-06-02,Full-time,Hospitality,40.26,2543.66,0.8901,0.0467
1955,11,725,2020-10-07,Full-time,Education,18.1,7363.98,0.4818,0.461
1956,11,725,2020-12-02,Full-time,Healthcare,36.89,2104.19,0.393,0.5121
1957,11,241,2020-06-02,Self-employed,Healthcare,16.82,3507.46,0.3976,0.0844
1958,11,241,2020-10-07,Self-employed,Education,14.27,2752.56,0.4954,0.4596
1959,11,241,2020-12-02,Self-employed,Education,39.03,3570.5,0.0756,0.3718
1960,11,96,2020-06-02,Self-employed,Public Sector,47.92,1403.08,0.7208,0.3995
1961,11,96,2020-10-07,Full-time,Hospitality,7.69,5451.5,0.9332,0.6344
1962,11,96,2020-12-02,Full-time,Public Sector,29.36,7841.87,0.1829,0.2764
1963,11,371,2020-06-02,Full-time,Retail,35.16,8123.69,0.0407,0.4283
1964,11,371,2020-10-07,Full-time,Retail,40.52,4880.0,0.266,0.039
1965,11,371,2020-12-02,Retired,Construction,0,927.52,0.28,0.2146
1966,11,529,2020-06-02,Retired,Healthcare,0,482.28,0.4326,0.1609
1967,11,529,2020-10-07,Retired,Construction,0,877.23,0.34,0.3298
1968,11,529,2020-12-02,Unemployed,Manufacturing,0,923.77,0.9746,0.8099
1969,11,268,2020-06-02,Full-time,Construction,36.87,5490.25,0.7227,0.8267
1970,11,268,2020-10-07,Full-time,Technology,3.48,4886.58,0.2431,0.7393
1971,11,268,2020-12-02,Full-time,Finance,49.41,2220.51,0.5595,0.9916
1972,11,414,2020-06-02,Unemployed,Education,0,1151.57,0.9568,0.5202
1973,11,414,2020-10-07,Unemployed,Technology,0,206.39,0.9735,0.0521
1974,11,414,2020-12-02,Unemployed,Retail,0,200.47,0.5778,0.3974
1975,11,683,2020-06-02,Student,Hospitality,24.46,3607.28,0.0408,0.8023
1976,11,683,2020-10-07,Self-employed,Retail,10.5,727.83,0.7109,0.9931
1977,11,683,2020-12-02,Self-employed,Retail,21.11,1842.25,0.8323,0.2468
1978,11,444,2020-06-02,Full-time,Public Sector,25.33,6256.14,0.3109,0.8771
1979,11,444,2020-10-07,Full-time,Finance,17.33,3768.23,0.5699,0.7744
1980,11,444,2020-12-02,Full-time,Public Sector,30.06,1532.22,0.8631,0.7851
1981,11,634,2020-06-02,Part-time,Manufacturing,12.4,2746.09,0.8234,0.0998
1982,11,634,2020-10-07,Part-time,Healthcare,17.09,2702.36,0.691,0.3283
1983,11,634,2020-12-02,Part-time,Public Sector,11.84,3447.42,0.5673,0.0738
1984,11,104,2020-06-02,Part-time,Technology,49.53,2206.12,0.1751,0.9367
1985,11,104,2020-10-07,Full-time,Education,33.62,8264.61,0.7344,0.6023
1986,11,104,2020-12-02,Full-time,Finance,6.81,6340.02,0.6845,0.8801
1987,11,499,2020-06-02,Retired,Healthcare,0,675.0,0.9826,0.0252
1988,11,499,2020-10-07,Retired,Manufacturing,0,982.57,0.9812,0.9952
1989,11,499,2020-12-02,Retired,Public Sector,0,1035.36,0.9929,0.313
1990,11,381,2020-06-02,Part-time,Healthcare,30.83,3019.47,0.0169,0.7227
1991,11,381,2020-10-07,Part-time,Healthcare,5.56,3132.67,0.9215,0.5352
1992,11,381,2020-12-02,Self-employed,Public Sector,17.93,3318.72,0.3455,0.9525
1993,11,8,2020-06-02,Student,Retail,0.29,2544.55,0.3742,0.4457
1994,11,8,2020-10-07,Student,Manufacturing,5.92,2855.12,0.8613,0.6295
1995,11,8,2020-12-02,Student,Finance,28.32,559.99,0.4919,0.5855
1996,11,523,2020-06-02,Unemployed,Finance,0,1110.37,0.7696,0.4184
1997,11,523,2020-10-07,Unemployed,Construction,0,73.56,0.1605,0.0428
1998,11,523,2020-12-02,Unemployed,Retail,0,1048.32,0.3992,0.9167
1999,11,86,2020-06-02,Unemployed,Healthcare,0,1042.23,0.4727,0.352
2000,11,86,2020-10-07,Unemployed,Education,0,210.37,0.4354,0.3917
2001,11,86,2020-12-02,Unemployed,Public Sector,0,967.56,0.4515,0.4018
2002,11,581,2020-06-02,Part-time,Finance,47.11,2860.3,0.2906,0.1487
2003,11,581,2020-10-07,Part-time,Retail,48.33,517.72,0.1851,0.0763
2004,11,581,2020-12-02,Part-time,Retail,10.7,666.89,0.7266,0.2664
2005,11,252,2020-06-02,Full-time,Construction,6.11,10843.08,0.4065,0.1657
2006,11,252,2020-10-07,Full-time,Technology,41.76,8715.5,0.6337,0.7276
2007,11,252,2020-12-02,Full-time,Finance,16.77,4025.15,0.0057,0.3594
2008,11,27,2020-06-02,Full-time,Construction,0.35,11599.59,0.1584,0.3492
2009,11,27,2020-10-07,Full-time,Construction,28.34,3990.69,0.4475,0.9183
2010,11,27,2020-12-02,Retired,Healthcare,0,240.39,0.5345,0.9283
2011,11,672,2020-06-02,Student,Manufacturing,23.51,3446.29,0.8295,0.4417
2012,11,672,2020-10-07,Student,Hospitality,35.64,2628.9,0.2196,0.0312
2013,11,672,2020-12-02,Student,Finance,0.94,2892.12,0.3214,0.7728
2014,11,521,2020-06-02,Full-time,Manufacturing,0.64,6146.42,0.167,0.6002
2015,11,521,2020-10-07,Full-time,Finance,15.04,3145.1,0.3929,0.2916
2016,11,521,2020-12-02,Full-time,Healthcare,4.73,2269.27,0.427,0.4413
2017,11,462,2020-06-02,Self-employed,Education,7.83,895.58,0.6079,0.3508
2018,11,462,2020-10-07,Retired,Technology,0,768.28,0.1437,0.7276
2019,11,462,2020-12-02,Retired,Education,0,185.75,0.7666,0.7768
2020,11,122,2020-06-02,Part-time,Education,13.2,718.4,0.9777,0.4962
2021,11,122,2020-10-07,Part-time,Education,41.0,2476.92,0.7318,0.4053
2022,11,122,2020-12-02,Part-time,Construction,27.76,2621.01,0.8302,0.4986
2023,11,496,2020-06-02,Unemployed,Education,0,334.95,0.4072,0.3717
2024,11,496,2020-10-07,Unemployed,Healthcare,0,646.54,0.5693,0.098
2025,11,496,2020-12-02,Self-employed,Finance,44.2,3355.0,0.5988,0.9326
2026,11,438,2020-06-02,Full-time,Public Sector,29.71,2988.8,0.8065,0.5494
2027,11,438,2020-10-07,Full-time,Education,27.11,9848.04,0.8792,0.927
2028,11,438,2020-12-02,Full-time,Finance,47.63,7315.41,0.8828,0.8789
2029,11,539,2020-06-02,Part-time,Construction,49.26,2643.28,0.1926,0.6922
2030,11,539,2020-10-07,Part-time,Healthcare,4.59,2461.25,0.5539,0.676
2031,11,539,2020-12-02,Part-time,Finance,43.44,3408.89,0.4255,0.7772
2032,11,169,2020-06-02,Student,Construction,36.66,3748.17,0.6737,0.9964
2033,11,169,2020-10-07,Part-time,Construction,41.67,3162.67,0.9177,0.4557
2034,11,169,2020-12-02,Part-time,Public Sector,48.86,2278.11,0.4361,0.2354
2035,11,800,2020-06-02,Retired,Manufacturing,0,57.87,0.7043,0.8072
2036,11,800,2020-10-07,Retired,Construction,0,264.72,0.6904,0.1304
2037,11,800,2020-12-02,Retired,Education,0,1182.18,0.0243,0.4787
2038,11,281,2020-06-02,Part-time,Construction,16.88,3398.13,0.6965,0.1158
2039,11,281,2020-10-07,Part-time,Hospitality,21.52,1073.27,0.4563,0.9541
2040,11,281,2020-12-02,Part-time,Healthcare,42.62,3994.71,0.0592,0.5312
2041,12,529,2020-01-16,Retired,Finance,0,790.35,0.8538,0.6889
2042,12,529,2020-04-28,Retired,Finance,0,496.39,0.2612,0.1287
2043,12,529,2020-06-23,Retired,Education,0,446.31,0.155,0.4823
2044,12,172,2020-01-16,Retired,Manufacturing,0,430.58,0.845,0.9111
2045,12,172,2020-04-28,Retired,Construction,0,642.59,0.6179,0.9358
2046,12,172,2020-06-23,Retired,Education,0,373.94,0.6761,0.6586
2047,12,18,2020-01-16,Student,Hospitality,12.2,1058.51,0.9745,0.8579
2048,12,18,2020-04-28,Student,Manufacturing,17.43,2263.55,0.0027,0.8079
2049,12,18,2020-06-23,Student,Construction,8.08,876.62,0.8699,0.9677
2050,12,3,2020-01-16,Full-time,Education,18.05,3683.88,0.8207,0.3231
2051,12,3,2020-04-28,Full-time,Retail,26.15,11172.28,0.2773,0.0628
2052,12,3,2020-06-23,Full-time,Technology,42.4,6866.24,0.9445,0.227
2053,12,401,2020-01-16,Part-time,Hospitality,24.64,3774.23,0.6348,0.2877
2054,12,401,2020-04-28,Part-time,Construction,28.87,1964.38,0.7888,0.6392
2055,12,401,2020-06-23,Part-time,Technology,4.21,3493.38,0.4491,0.2156
