run_id,metric_name,split,value,std_dev,k_folds
2291,Accuracy,train,0.866239,0.010994,10
2291,Accuracy,val,0.868322,0.035115,10
2291,Accuracy,test,0.852687,0.015915,5
2291,F1,train,0.91063,0.025342,
2291,F1,val,0.939119,0.004438,5
2291,F1,test,0.885965,0.013095,5
2292,Accuracy,train,0.0,0.026496,5
2292,Accuracy,val,0.0,0.004061,10
2292,Accuracy,test,0.0,0.036441,5
2292,F1,train,0.719016,0.002808,10
2292,F1,val,0.703025,0.008837,10
2292,F1,test,0.660695,0.049334,10
2293,Accuracy,train,0.0,0.014269,10
2293,Accuracy,val,0.0,0.023983,5
2293,Accuracy,test,0.0,0.024935,
2293,F1,train,0.98307,0.044893,5
2293,F1,val,0.968486,0.014012,10
2293,F1,test,0.965759,0.0277,
2294,Accuracy,train,0.0,0.001346,10
2294,Accuracy,val,0.0,0.041805,
2294,Accuracy,test,0.0,0.011886,5
2294,F1,train,1.47514,0.036063,5
2294,F1,val,1.493814,0.024592,5
2294,F1,test,1.451255,0.038929,5
2295,Accuracy,train,0.065473,0.029497,
2295,Accuracy,val,0.07588,0.045016,5
2295,Accuracy,test,0.013103,0.016409,10
2295,F1,train,0.048447,0.008319,10
2295,F1,val,0.043939,0.00575,5
2295,F1,test,0.03267,0.039478,5
2296,Accuracy,train,1.734913,0.001774,10
2296,Accuracy,val,1.721085,0.049525,5
2296,Accuracy,test,1.679868,0.035366,5
2296,F1,train,2.256834,0.026659,10
2296,F1,val,2.278252,0.036713,10
2296,F1,test,2.222132,0.049823,10
2297,Accuracy,train,0.111605,0.048713,5
2297,Accuracy,val,0.091572,0.048228,5
2297,Accuracy,test,0.083389,0.023425,5
2297,F1,train,0.905973,0.02577,
2297,F1,val,0.917351,0.016164,5
2297,F1,test,0.877613,0.005057,
2298,Accuracy,train,0.584949,0.015913,10
2298,Accuracy,val,0.564532,0.005361,5
2298,Accuracy,test,0.532012,0.01199,5
2298,F1,train,1.288552,0.011087,5
2298,F1,val,1.281891,0.043229,5
2298,F1,test,1.231689,0.042789,5
2299,Accuracy,train,0.847028,0.047112,
2299,Accuracy,val,0.834313,0.008861,10
2299,Accuracy,test,0.825541,0.040113,
2299,F1,train,0.628369,0.002621,10
2299,F1,val,0.627245,0.021585,5
2299,F1,test,0.59478,0.003926,5
2300,Accuracy,train,0.510974,0.005374,
2300,Accuracy,val,0.51945,0.033991,
2300,Accuracy,test,0.480559,0.032723,10
2300,F1,train,0.0,0.02168,5
2300,F1,val,0.0,0.006542,
2300,F1,test,0.0,0.028255,
2301,Accuracy,train,0.038638,0.00208,
2301,Accuracy,val,0.052492,0.016794,
2301,Accuracy,test,0.020847,0.010901,5
2301,F1,train,1.019593,0.037637,
2301,F1,val,1.004936,0.043789,5
2301,F1,test,0.95819,0.046039,10
2302,Accuracy,train,0.645712,0.01623,
2302,Accuracy,val,0.643968,0.017535,
2302,Accuracy,test,0.620618,0.04078,
2302,F1,train,0.593317,0.021866,
2302,F1,val,0.59355,0.035361,5
2302,F1,test,0.570642,0.018221,10
2303,Accuracy,train,0.0,0.028006,5
2303,Accuracy,val,0.0,0.001425,10
2303,Accuracy,test,0.0,0.036659,
2303,F1,train,1.027007,0.025997,5
2303,F1,val,1.029818,0.033045,10
2303,F1,test,0.983717,0.045803,
2304,Accuracy,train,0.725515,0.006785,5
2304,Accuracy,val,0.737238,0.007501,5
2304,Accuracy,test,0.699401,0.027317,5
2304,F1,train,1.170395,0.045071,
2304,F1,val,1.180617,0.002538,5
2304,F1,test,1.148837,0.037152,10
2305,Accuracy,train,0.209124,0.019639,5
2305,Accuracy,val,0.189026,0.007706,5
2305,Accuracy,test,0.174001,0.039854,10
2305,F1,train,1.148649,0.017292,10
2305,F1,val,1.128171,0.010772,10
2305,F1,test,1.124246,0.02624,10
2306,Accuracy,train,0.0,0.005686,5
2306,Accuracy,val,0.0,0.031557,
2306,Accuracy,test,0.0,0.028901,5
2306,F1,train,0.350596,0.011935,
2306,F1,val,0.336403,0.023444,5
2306,F1,test,0.292017,0.028558,10
2307,Accuracy,train,0.15872,0.017551,5
2307,Accuracy,val,0.175807,0.041235,5
2307,Accuracy,test,0.113184,0.043631,
2307,F1,train,0.0,0.030076,10
2307,F1,val,0.0,0.032049,10
2307,F1,test,0.0,0.011233,
2308,Accuracy,train,0.317931,0.019708,
2308,Accuracy,val,0.301785,0.010134,
2308,Accuracy,test,0.279333,0.022906,5
2308,F1,train,1.973847,0.001117,5
2308,F1,val,1.957195,0.024657,5
2308,F1,test,1.913972,0.025684,
2309,Accuracy,train,0.0,0.01859,10
2309,Accuracy,val,0.0,0.029219,5
2309,Accuracy,test,0.0,0.002327,10
2309,F1,train,0.349406,0.015825,5
2309,F1,val,0.322608,0.047766,10
2309,F1,test,0.289917,0.010793,10
2311,Accuracy,train,0.949996,0.005778,
2311,Accuracy,val,0.947634,0.007586,5
2311,Accuracy,test,0.916243,0.03099,5
2311,F1,train,0.0,0.034043,10
2311,F1,val,0.0,0.016416,5
2311,F1,test,0.0,0.003903,
2312,Accuracy,train,0.871743,0.013484,5
2312,Accuracy,val,0.881764,0.022051,5
2312,Accuracy,test,0.829432,0.013536,5
2312,F1,train,0.906278,0.03019,5
2312,F1,val,0.902562,0.049973,10
2312,F1,test,0.880948,0.003455,
2313,Accuracy,train,0.711004,0.024913,
2313,Accuracy,val,0.687034,0.019567,
2313,Accuracy,test,0.663637,0.008973,10
2313,F1,train,0.0,0.048756,5
2313,F1,val,0.0,0.00658,5
2313,F1,test,0.0,0.031119,10
2314,Accuracy,train,0.134184,0.041462,
2314,Accuracy,val,0.135899,0.032296,10
2314,Accuracy,test,0.098802,0.012195,10
2314,F1,train,0.0,0.019953,5
2314,F1,val,0.0,0.003926,10
2314,F1,test,0.0,0.047855,10
2315,Accuracy,train,0.0,0.038163,5
2315,Accuracy,val,0.0,0.028148,5
2315,Accuracy,test,0.0,0.020539,
2315,F1,train,0.518552,0.010745,10
2315,F1,val,0.532216,0.018359,
2315,F1,test,0.476932,0.049171,5
2316,Accuracy,train,1.074847,0.006487,5
2316,Accuracy,val,1.064742,0.040528,10
2316,Accuracy,test,1.04019,0.009897,
2316,F1,train,0.0,0.029245,5
2316,F1,val,0.0,0.004174,10
2316,F1,test,0.0,0.015872,10
2317,Accuracy,train,1.869421,0.007857,10
2317,Accuracy,val,1.851572,0.035712,
2317,Accuracy,test,1.810967,0.029844,5
2317,F1,train,0.885578,0.02693,
2317,F1,val,0.890943,0.023521,10
2317,F1,test,0.83171,0.03957,5
2318,Accuracy,train,0.0,0.002001,5
2318,Accuracy,val,0.0,0.002473,10
2318,Accuracy,test,0.0,0.018736,5
2318,F1,train,2.200729,0.011923,10
2318,F1,val,2.189157,0.030712,10
2318,F1,test,2.155202,0.027626,10
2319,Accuracy,train,1.179838,0.003647,5
2319,Accuracy,val,1.196369,0.026334,10
2319,Accuracy,test,1.167764,0.020626,5
2319,F1,train,1.272887,0.021418,5
2319,F1,val,1.272359,0.045344,5
2319,F1,test,1.262805,0.023895,10
2321,Accuracy,train,0.0,0.032733,
2321,Accuracy,val,0.0,0.009716,
2321,Accuracy,test,0.0,0.010508,
2321,F1,train,0.0,0.0303,10
2321,F1,val,0.0,0.023287,
2321,F1,test,0.0,0.016335,
2322,Accuracy,train,1.781736,0.032424,10
2322,Accuracy,val,1.787897,0.01502,
2322,Accuracy,test,1.735375,0.03079,
2322,F1,train,0.557952,0.043692,5
2322,F1,val,0.542663,0.030236,
2322,F1,test,0.53841,0.041743,
2324,Accuracy,train,0.0,0.022135,10
2324,Accuracy,val,0.0,0.034914,10
2324,Accuracy,test,0.0,0.040047,10
2324,F1,train,0.509985,0.017331,5
2324,F1,val,0.490576,0.041098,
2324,F1,test,0.462931,0.029333,
2325,Accuracy,train,0.0,0.041676,5
2325,Accuracy,val,0.0,0.008234,5
2325,Accuracy,test,0.0,0.002804,10
2325,F1,train,0.66758,0.033234,5
2325,F1,val,0.659795,0.005304,5
2325,F1,test,0.639083,0.009288,5
2326,Accuracy,train,0.252599,0.006249,10
2326,Accuracy,val,0.235403,0.044554,10
2326,Accuracy,test,0.191374,0.04188,5
2326,F1,train,0.629928,0.017634,10
2326,F1,val,0.62222,0.003421,10
2326,F1,test,0.591315,0.036028,5
2327,Accuracy,train,0.653496,0.040878,10
2327,Accuracy,val,0.644108,0.04917,
2327,Accuracy,test,0.586606,0.005935,10
2327,F1,train,2.241163,0.03501,10
2327,F1,val,2.232348,0.013466,10
2327,F1,test,2.188725,0.024697,5
2328,Accuracy,train,1.649656,0.005369,
2328,Accuracy,val,1.6456,0.025561,10
2328,Accuracy,test,1.613528,0.030029,
2328,F1,train,1.461704,0.019273,
2328,F1,val,1.459114,0.023209,10
2328,F1,test,1.40797,0.032105,5
2329,Accuracy,train,0.340542,0.025324,5
2329,Accuracy,val,0.339729,0.002003,
2329,Accuracy,test,0.322245,0.008947,10
2329,F1,train,2.357086,0.040404,10
2329,F1,val,2.36487,0.011552,
2329,F1,test,2.337142,0.011595,5
2331,Accuracy,train,0.709024,0.030497,
2331,Accuracy,val,0.711962,0.037215,10
2331,Accuracy,test,0.66465,0.011664,5
2331,F1,train,0.0,0.007636,5
2331,F1,val,0.0,0.001011,5
2331,F1,test,0.0,0.044684,5
2332,Accuracy,train,0.166932,0.019578,
2332,Accuracy,val,0.184389,0.013094,
2332,Accuracy,test,0.121662,0.01245,5
2332,F1,train,0.624627,0.043185,5
2332,F1,val,0.644201,0.028034,
2332,F1,test,0.607955,0.045412,5
2333,Accuracy,train,0.214525,0.046405,10
2333,Accuracy,val,0.21489,0.03479,5
2333,Accuracy,test,0.200956,0.019206,5
2333,F1,train,2.294152,0.036224,10
2333,F1,val,2.283003,0.048087,5
2333,F1,test,2.270518,0.0335,10
2334,Accuracy,train,1.057581,0.038857,10
2334,Accuracy,val,1.063862,0.026239,5
2334,Accuracy,test,1.053538,0.036875,5
2334,F1,train,0.580385,0.040754,
2334,F1,val,0.567969,0.044113,10
2334,F1,test,0.543315,0.020121,
2335,Accuracy,train,0.0,0.00775,10
2335,Accuracy,val,0.0,0.025233,
2335,Accuracy,test,0.0,0.01648,5
2335,F1,train,1.63053,0.015761,5
2335,F1,val,1.622176,0.042848,10
2335,F1,test,1.616964,0.001662,
2336,Accuracy,train,2.194975,0.015241,
2336,Accuracy,val,2.199853,0.028611,
2336,Accuracy,test,2.145086,0.020695,
2336,F1,train,2.357565,0.023531,5
2336,F1,val,2.338756,0.014312,10
2336,F1,test,2.330626,0.045469,10
2337,Accuracy,train,0.348973,0.048057,
2337,Accuracy,val,0.351391,0.015479,5
2337,Accuracy,test,0.327133,0.036321,5
2337,F1,train,0.640583,0.040543,10
2337,F1,val,0.644926,0.009684,
2337,F1,test,0.620166,0.01249,5
2338,Accuracy,train,0.867583,0.046114,5
2338,Accuracy,val,0.871951,0.045982,
2338,Accuracy,test,0.813363,0.012363,5
2338,F1,train,0.136469,0.013644,
2338,F1,val,0.15704,0.007018,5
2338,F1,test,0.128473,0.047792,5
2339,Accuracy,train,3.279893,0.02278,5
2339,Accuracy,val,3.273816,0.009017,5
2339,Accuracy,test,3.238216,0.026066,10
2339,F1,train,1.502528,0.018989,5
2339,F1,val,1.515417,0.024404,
2339,F1,test,1.470469,0.046542,5
2340,Accuracy,train,0.0,0.033468,5
2340,Accuracy,val,0.0,0.003127,
2340,Accuracy,test,0.0,0.038117,
2340,F1,train,1.116578,0.028699,5
2340,F1,val,1.107059,0.02308,5
2340,F1,test,1.099598,0.015572,
2341,Accuracy,train,0.0,0.007681,5
2341,Accuracy,val,0.0,0.047387,10
2341,Accuracy,test,0.0,0.016521,
2341,F1,train,0.0,0.027223,
2341,F1,val,0.0,0.006023,10
2341,F1,test,0.0,0.021149,10
2344,Accuracy,train,0.0,0.013963,5
2344,Accuracy,val,0.0,0.031186,10
2344,Accuracy,test,0.0,0.025974,5
2344,F1,train,0.0,0.001471,5
2344,F1,val,0.0,0.043846,5
2344,F1,test,0.0,0.046598,10
2345,Accuracy,train,0.948706,0.031103,
2345,Accuracy,val,0.947732,0.00327,10
2345,Accuracy,test,0.916053,0.048747,
2345,F1,train,1.381854,0.036819,
2345,F1,val,1.378002,0.037763,
2345,F1,test,1.354295,0.016553,10
2346,Accuracy,train,1.53474,0.034813,5
2346,Accuracy,val,1.526878,0.010313,
2346,Accuracy,test,1.4823,0.030065,
2346,F1,train,0.0,0.021236,5
2346,F1,val,0.0,0.036377,10
2346,F1,test,0.0,0.011301,5
2347,Accuracy,train,0.0,0.044009,
2347,Accuracy,val,0.0,0.033563,10
2347,Accuracy,test,0.0,0.00179,
2347,F1,train,0.124232,0.03988,
2347,F1,val,0.11063,0.041735,10
2347,F1,test,0.093178,0.041173,5
2348,Accuracy,train,1.485993,0.040621,
2348,Accuracy,val,1.491683,0.01654,5
2348,Accuracy,test,1.472807,0.026144,5
2348,F1,train,1.014981,0.024801,5
2348,F1,val,1.016041,0.043105,10
2348,F1,test,1.00094,0.040709,
2349,Accuracy,train,0.0,0.005202,
2349,Accuracy,val,0.0,0.021266,
2349,Accuracy,test,0.0,0.044474,10
2349,F1,train,0.296115,0.029266,
2349,F1,val,0.280748,0.037013,10
2349,F1,test,0.260641,0.002441,5
2350,Accuracy,train,0.215163,0.027147,5
2350,Accuracy,val,0.206227,0.018088,5
2350,Accuracy,test,0.190731,0.033558,
2350,F1,train,1.520342,0.007398,10
2350,F1,val,1.539768,0.021858,5
2350,F1,test,1.498303,0.025281,10
2351,Accuracy,train,1.857573,0.029201,5
2351,Accuracy,val,1.874291,0.008537,10
2351,Accuracy,test,1.846781,0.014825,10
2351,F1,train,0.886243,0.044424,10
2351,F1,val,0.865601,0.035707,
2351,F1,test,0.860407,0.022286,
2352,Accuracy,train,0.906077,0.038964,
2352,Accuracy,val,0.890614,0.023393,5
2352,Accuracy,test,0.863664,0.003161,10
2352,F1,train,0.131319,0.046777,10
2352,F1,val,0.130999,0.03375,10
2352,F1,test,0.092121,0.003576,
2353,Accuracy,train,0.029759,0.027857,5
2353,Accuracy,val,0.020611,0.041296,
2353,Accuracy,test,0.00236,0.016499,10
2353,F1,train,0.446877,0.023931,5
2353,F1,val,0.458107,0.025615,10
2353,F1,test,0.422201,0.037703,10
2355,Accuracy,train,0.461295,0.01929,
2355,Accuracy,val,0.458381,0.038157,5
2355,Accuracy,test,0.434221,0.027714,5
2355,F1,train,0.788648,0.015511,5
2355,F1,val,0.779337,0.005522,5
2355,F1,test,0.744091,0.04332,
2356,Accuracy,train,2.327192,0.003919,
2356,Accuracy,val,2.321448,0.026117,10
2356,Accuracy,test,2.294204,0.020793,5
2356,F1,train,1.081802,0.044656,10
2356,F1,val,1.080217,0.042533,10
2356,F1,test,1.052823,0.019151,
2357,Accuracy,train,2.172231,0.047367,
2357,Accuracy,val,2.173706,0.004279,10
2357,Accuracy,test,2.115959,0.035262,10
2357,F1,train,0.0,0.017178,5
2357,F1,val,0.0,0.008004,10
2357,F1,test,0.0,0.030654,5
2358,Accuracy,train,0.343419,0.034509,5
2358,Accuracy,val,0.339779,0.025866,
2358,Accuracy,test,0.310588,0.017642,5
2358,F1,train,0.0,0.020911,5
2358,F1,val,0.0,0.00519,5
2358,F1,test,0.0,0.004791,
2359,Accuracy,train,0.0,0.041207,5
2359,Accuracy,val,0.0,0.01068,5
2359,Accuracy,test,0.0,0.043402,5
2359,F1,train,2.660981,0.044401,10
2359,F1,val,2.658804,0.028733,5
2359,F1,test,2.621927,0.002194,10
2360,Accuracy,train,0.631095,0.017371,10
2360,Accuracy,val,0.626665,0.046007,10
2360,Accuracy,test,0.588186,0.019817,
2360,F1,train,3.011454,0.018112,
2360,F1,val,2.997029,0.00125,5
2360,F1,test,2.954028,0.020711,
2361,Accuracy,train,0.855633,0.036935,10
2361,Accuracy,val,0.850121,0.038141,10
2361,Accuracy,test,0.794652,0.018433,10
2361,F1,train,1.76636,0.037704,5
2361,F1,val,1.774818,0.02614,10
2361,F1,test,1.741691,0.036094,10
2362,Accuracy,train,0.744603,0.017306,5
2362,Accuracy,val,0.749562,0.024781,
2362,Accuracy,test,0.731353,0.036341,5
2362,F1,train,0.0,0.025612,
2362,F1,val,0.0,0.003629,10
2362,F1,test,0.0,0.041324,10
2363,Accuracy,train,1.090673,0.044586,5
2363,Accuracy,val,1.085815,0.027237,10
2363,Accuracy,test,1.059365,0.0097,10
2363,F1,train,0.0,0.018669,
2363,F1,val,0.0,0.009284,5
2363,F1,test,0.0,0.032517,
2364,Accuracy,train,1.317878,0.031708,
2364,Accuracy,val,1.31032,0.00646,
2364,Accuracy,test,1.287083,0.035682,10
2364,F1,train,0.096728,0.023719,
2364,F1,val,0.094878,0.006056,5
2364,F1,test,0.068716,0.035363,
2365,Accuracy,train,0.762628,0.004417,
2365,Accuracy,val,0.761016,0.04966,5
2365,Accuracy,test,0.727127,0.04449,
2365,F1,train,0.11297,0.041762,10
2365,F1,val,0.112211,0.010424,
2365,F1,test,0.059826,0.017531,10
2366,Accuracy,train,0.585257,0.042561,5
2366,Accuracy,val,0.580452,0.018939,
2366,Accuracy,test,0.517985,0.012289,10
2366,F1,train,1.634586,0.044086,10
2366,F1,val,1.625177,0.033322,
2366,F1,test,1.606849,0.012661,10
2368,Accuracy,train,1.424434,0.008599,5
2368,Accuracy,val,1.404029,0.015893,
2368,Accuracy,test,1.362864,0.017191,5
2368,F1,train,1.615464,0.005129,
2368,F1,val,1.622303,0.03089,
2368,F1,test,1.566583,0.024984,
2369,Accuracy,train,1.215938,0.046392,
2369,Accuracy,val,1.232355,0.008563,
2369,Accuracy,test,1.206908,0.012429,10
2369,F1,train,1.074435,0.01016,
2369,F1,val,1.079641,0.025006,10
2369,F1,test,1.033484,0.003021,
2370,Accuracy,train,0.939497,0.013701,10
2370,Accuracy,val,0.955774,0.010136,5
2370,Accuracy,test,0.89326,0.020611,10
2370,F1,train,0.880727,0.02424,
2370,F1,val,0.890396,0.030959,
2370,F1,test,0.863968,0.040071,
2371,Accuracy,train,2.988641,0.022015,5
2371,Accuracy,val,3.004991,0.020851,5
2371,Accuracy,test,2.959723,0.035499,5
2371,F1,train,2.820067,0.049441,5
2371,F1,val,2.80006,0.001346,5
2371,F1,test,2.789358,0.020825,
2372,Accuracy,train,0.0,0.03816,10
2372,Accuracy,val,0.0,0.019672,10
2372,Accuracy,test,0.0,0.01357,5
2372,F1,train,0.214126,0.022215,5
2372,F1,val,0.226581,0.009677,5
2372,F1,test,0.21012,0.006701,5
2373,Accuracy,train,0.0,0.014472,5
2373,Accuracy,val,0.0,0.011327,
2373,Accuracy,test,0.0,0.029313,5
2373,F1,train,0.0,0.02826,
2373,F1,val,0.0,0.035523,5
2373,F1,test,0.0,0.026121,10
2374,Accuracy,train,1.214163,0.031041,5
2374,Accuracy,val,1.210922,0.043246,5
2374,Accuracy,test,1.172825,0.008809,5
2374,F1,train,0.0,0.015742,10
2374,F1,val,0.0,0.007787,10
2374,F1,test,0.0,0.020195,
2375,Accuracy,train,0.0,0.027123,5
2375,Accuracy,val,0.0,0.011893,5
2375,Accuracy,test,0.0,0.033802,5
2375,F1,train,1.997812,0.020691,5
2375,F1,val,1.975316,0.02703,10
2375,F1,test,1.93498,0.001754,10
2376,Accuracy,train,0.0,0.016281,10
2376,Accuracy,val,0.0,0.024835,10
2376,Accuracy,test,0.0,0.009454,
2376,F1,train,0.859581,0.041132,10
2376,F1,val,0.843741,0.009372,
2376,F1,test,0.807628,0.014141,
2377,Accuracy,train,0.0,0.012345,10
2377,Accuracy,val,0.0,0.036341,
2377,Accuracy,test,0.0,0.022379,10
2377,F1,train,0.064416,0.014962,5
2377,F1,val,0.054128,0.031496,10
2377,F1,test,0.003167,0.031161,
2378,Accuracy,train,0.990113,0.019792,5
2378,Accuracy,val,0.988711,0.037427,
2378,Accuracy,test,0.939533,0.006088,
2378,F1,train,0.0,0.008183,10
2378,F1,val,0.0,0.042014,5
2378,F1,test,0.0,0.010399,5
2380,Accuracy,train,1.512149,0.041967,5
2380,Accuracy,val,1.504688,0.041301,
2380,Accuracy,test,1.462756,0.038602,10
2380,F1,train,1.345109,0.040934,
2380,F1,val,1.352482,0.015894,5
2380,F1,test,1.324627,0.013833,5
2381,Accuracy,train,1.016381,0.03563,
2381,Accuracy,val,1.032096,0.043006,5
2381,Accuracy,test,0.979999,0.034815,
2381,F1,train,0.258495,0.002028,10
2381,F1,val,0.270721,0.011623,10
2381,F1,test,0.214434,0.017693,10
2382,Accuracy,train,0.0,0.044352,
2382,Accuracy,val,0.0,0.042108,10
2382,Accuracy,test,0.0,0.004049,
2382,F1,train,0.687441,0.034323,5
2382,F1,val,0.66168,0.040134,
2382,F1,test,0.654584,0.01234,10
2383,Accuracy,train,0.89202,0.020488,
2383,Accuracy,val,0.902969,0.038189,5
2383,Accuracy,test,0.850466,0.007635,
2383,F1,train,0.933117,0.042765,5
2383,F1,val,0.941747,0.011012,5
2383,F1,test,0.880645,0.01829,5
2384,Accuracy,train,0.0,0.041297,10
2384,Accuracy,val,0.0,0.022053,5
2384,Accuracy,test,0.0,0.008271,10
2384,F1,train,0.301943,0.023509,10
2384,F1,val,0.308773,0.047573,10
2384,F1,test,0.280034,0.025691,
2385,Accuracy,train,0.495655,0.009527,
2385,Accuracy,val,0.515708,0.038549,10
2385,Accuracy,test,0.483209,0.035789,10
2385,F1,train,0.0,0.049055,
2385,F1,val,0.0,0.031819,10
2385,F1,test,0.0,0.024518,10
2386,Accuracy,train,0.0,0.024058,5
2386,Accuracy,val,0.0,0.016855,5
2386,Accuracy,test,0.0,0.015766,
2386,F1,train,1.972295,0.001409,5
2386,F1,val,1.987027,0.006018,
2386,F1,test,1.938938,0.005403,
2388,Accuracy,train,0.553962,0.04692,
2388,Accuracy,val,0.582987,0.011589,10
2388,Accuracy,test,0.521393,0.023694,5
2388,F1,train,3.026464,0.023159,10
2388,F1,val,3.040554,0.003114,5
2388,F1,test,2.982007,0.028241,5
2389,Accuracy,train,0.420026,0.022308,
2389,Accuracy,val,0.410949,0.032771,10
2389,Accuracy,test,0.369692,0.040006,5
2389,F1,train,1.478418,0.004797,
2389,F1,val,1.492167,0.012855,10
2389,F1,test,1.453226,0.01588,5
2390,Accuracy,train,0.304286,0.041127,10
2390,Accuracy,val,0.298924,0.00557,
2390,Accuracy,test,0.294174,0.032315,
2390,F1,train,1.016728,0.035968,
2390,F1,val,1.023411,0.00386,5
2390,F1,test,0.997658,0.011583,5
2391,Accuracy,train,0.998893,0.030352,5
2391,Accuracy,val,1.010931,0.002993,5
2391,Accuracy,test,0.976481,0.004403,5
2391,F1,train,1.770032,0.013316,10
2391,F1,val,1.785633,0.023092,
2391,F1,test,1.747966,0.03188,
2393,Accuracy,train,0.0,0.039344,5
2393,Accuracy,val,0.0,0.006482,5
2393,Accuracy,test,0.0,0.01084,
2393,F1,train,0.921656,0.046427,5
2393,F1,val,0.924582,0.041562,
2393,F1,test,0.874007,0.017216,5
2394,Accuracy,train,0.48787,0.047882,
2394,Accuracy,val,0.464699,0.025451,10
2394,Accuracy,test,0.458185,0.018015,10
2394,F1,train,0.803532,0.022085,
2394,F1,val,0.795608,0.014618,
2394,F1,test,0.746222,0.009294,
2395,Accuracy,train,0.067774,0.01954,5
2395,Accuracy,val,0.074357,0.033966,10
2395,Accuracy,test,0.024267,0.007933,
2395,F1,train,0.0,0.032207,5
2395,F1,val,0.0,0.037462,10
2395,F1,test,0.0,0.021735,10
2396,Accuracy,train,0.816568,0.031551,
2396,Accuracy,val,0.843387,0.016846,5
2396,Accuracy,test,0.786435,0.031369,5
2396,F1,train,0.0,0.002941,
2396,F1,val,0.0,0.018793,5
2396,F1,test,0.0,0.03081,5
2397,Accuracy,train,1.174733,0.01692,10
2397,Accuracy,val,1.174591,0.006505,5
2397,Accuracy,test,1.121779,0.023553,
2397,F1,train,1.721144,0.001963,10
2397,F1,val,1.712548,0.018354,
2397,F1,test,1.696863,0.00891,10
2398,Accuracy,train,0.055546,0.02601,5
2398,Accuracy,val,0.057849,0.047578,10
2398,Accuracy,test,0.036305,0.004823,10
2398,F1,train,0.118368,0.016179,10
2398,F1,val,0.138406,0.020146,10
2398,F1,test,0.095421,0.016596,
2399,Accuracy,train,1.258962,0.040817,10
2399,Accuracy,val,1.274163,0.045135,
2399,Accuracy,test,1.227356,0.011744,
2399,F1,train,0.669381,0.022133,10
2399,F1,val,0.673791,0.034425,
2399,F1,test,0.614898,0.006688,5
2400,Accuracy,train,0.088118,0.0092,
2400,Accuracy,val,0.097854,0.031609,10
2400,Accuracy,test,0.065346,0.008507,
2400,F1,train,0.0,0.041724,10
2400,F1,val,0.0,0.013188,
2400,F1,test,0.0,0.045126,10
2401,Accuracy,train,0.498223,0.043511,10
2401,Accuracy,val,0.49169,0.028606,5
2401,Accuracy,test,0.45591,0.010383,10
2401,F1,train,1.836409,0.048394,
2401,F1,val,1.839255,0.043537,5
2401,F1,test,1.811264,0.046266,5
2402,Accuracy,train,0.470005,0.014983,10
2402,Accuracy,val,0.4426,0.031698,10
2402,Accuracy,test,0.437654,0.027835,
2402,F1,train,1.686488,0.008697,
2402,F1,val,1.683306,0.044987,5
2402,F1,test,1.650096,0.022584,5
2403,Accuracy,train,0.878127,0.043279,
2403,Accuracy,val,0.864762,0.007109,10
2403,Accuracy,test,0.821493,0.017088,
2403,F1,train,0.068566,0.032467,
2403,F1,val,0.048233,0.044609,
2403,F1,test,0.019988,0.025152,5
2406,Accuracy,train,0.0,0.02734,
2406,Accuracy,val,0.0,0.036196,
2406,Accuracy,test,0.0,0.014134,5
2406,F1,train,2.891238,0.029292,
2406,F1,val,2.901034,0.038075,
2406,F1,test,2.869428,0.040931,5
2407,Accuracy,train,0.720178,0.01771,10
2407,Accuracy,val,0.718946,0.048631,10
2407,Accuracy,test,0.691718,0.03957,5
2407,F1,train,0.0,0.021323,
2407,F1,val,0.0,0.015944,
2407,F1,test,0.0,0.016693,5
2408,Accuracy,train,0.0,0.015965,
2408,Accuracy,val,0.0,0.037681,10
2408,Accuracy,test,0.0,0.033133,5
2408,F1,train,0.0,0.04793,
2408,F1,val,0.0,0.035381,
2408,F1,test,0.0,0.003134,
2410,Accuracy,train,0.193266,0.035504,10
2410,Accuracy,val,0.171447,0.007447,5
2410,Accuracy,test,0.149083,0.02141,
2410,F1,train,1.951907,0.04213,5
2410,F1,val,1.952435,0.002028,5
2410,F1,test,1.943776,0.034646,5
2411,Accuracy,train,0.0,0.048449,10
2411,Accuracy,val,0.0,0.017244,10
2411,Accuracy,test,0.0,0.029066,5
2411,F1,train,0.0,0.01577,5
2411,F1,val,0.0,0.009384,
2411,F1,test,0.0,0.013118,10
2412,Accuracy,train,0.987253,0.007584,10
2412,Accuracy,val,0.990349,0.046846,
2412,Accuracy,test,0.932929,0.01324,10
2412,F1,train,0.283853,0.025219,
2412,F1,val,0.30339,0.009741,5
2412,F1,test,0.271497,0.044741,
2413,Accuracy,train,1.177509,0.036687,
2413,Accuracy,val,1.17573,0.045118,10
2413,Accuracy,test,1.140132,0.042289,5
2413,F1,train,1.071158,0.008553,5
2413,F1,val,1.073472,0.009026,5
2413,F1,test,1.016616,0.028596,5
2415,Accuracy,train,2.397923,0.042034,5
2415,Accuracy,val,2.419288,0.035171,10
2415,Accuracy,test,2.371786,0.044072,
2415,F1,train,0.718587,0.002292,
2415,F1,val,0.715272,0.037518,5
2415,F1,test,0.662065,0.034167,
2416,Accuracy,train,0.297499,0.00972,
2416,Accuracy,val,0.29429,0.002629,10
2416,Accuracy,test,0.265893,0.031556,5
2416,F1,train,1.203323,0.020296,
2416,F1,val,1.18868,0.012263,5
2416,F1,test,1.180554,0.046335,5
2418,Accuracy,train,0.515313,0.023718,
