decision_id,respondent_id,study_id,decision_type,employment_status,income_at_time,amount_usd,decision_date,reversed,confidence_score
698,314,10,Savings Deposit,Part-time,100k+,2278.78,2023-02-08,False,0.391
699,737,10,Subscription,Full-time,60-100k,3834.92,2023-01-21,False,0.454
700,243,10,Major Purchase,Full-time,100k+,5748.47,2022-09-18,False,0.495
701,47,10,Subscription Cancel,Part-time,60-100k,4608.76,2022-10-19,False,0.224
702,27,10,Major Purchase,Full-time,60-100k,11702.46,2022-12-05,False,0.606
703,571,10,Subscription,Full-time,60-100k,1272.05,2023-02-21,False,0.63
704,345,10,Credit Application,Full-time,30-60k,8808.16,2022-09-20,False,0.31
705,312,10,Credit Application,Full-time,100k+,15151.62,2022-10-16,False,0.734
706,670,10,Subscription,Part-time,<30k,765.41,2023-02-03,True,0.711
707,522,10,Subscription Cancel,Part-time,100k+,1874.22,2022-10-30,False,0.683
708,180,10,Subscription Cancel,Full-time,60-100k,2231.35,2022-12-01,False,0.643
709,682,10,Loan Repayment,Self-employed,60-100k,3189.47,2022-11-25,False,0.122
710,352,10,Credit Application,Part-time,60-100k,2556.64,2022-10-31,False,0.417
711,594,10,Subscription Cancel,Full-time,<30k,14768.2,2022-10-22,False,0.88
712,465,10,Subscription Cancel,Student,<30k,1087.69,2022-11-03,False,0.491
713,491,10,Credit Application,Unemployed,30-60k,303.51,2023-01-26,False,0.37
714,237,10,Subscription,Full-time,60-100k,14692.14,2022-12-29,False,0.661
715,208,10,Subscription,Student,30-60k,1318.08,2022-10-10,False,0.708
716,147,10,Subscription Cancel,Full-time,60-100k,10148.49,2022-12-14,False,0.846
717,648,10,Savings Deposit,Full-time,60-100k,11802.25,2023-02-18,False,0.727
718,463,10,Subscription,Student,30-60k,1134.23,2023-01-25,False,0.422
719,507,10,Investment,Student,60-100k,395.28,2022-12-11,False,0.724
720,406,10,Major Purchase,Full-time,30-60k,14823.04,2023-02-14,False,0.318
721,507,10,Subscription Cancel,Student,60-100k,549.07,2022-11-03,True,0.304
722,615,10,Loan Repayment,Unemployed,30-60k,887.58,2022-12-31,False,0.482
723,785,10,Credit Application,Unemployed,<30k,1266.0,2022-09-16,True,0.523
724,154,10,Loan Repayment,Unemployed,30-60k,560.91,2023-01-04,False,0.397
725,797,10,Subscription,Full-time,60-100k,2470.23,2022-10-15,False,0.505
726,637,10,Investment,Full-time,100k+,14758.51,2022-09-30,False,0.851
727,479,10,Major Purchase,Retired,60-100k,1197.34,2022-12-17,False,0.246
728,448,10,Credit Application,Unemployed,<30k,124.47,2022-10-12,False,0.745
729,630,10,Credit Application,Full-time,30-60k,6450.39,2022-12-06,False,0.584
730,569,10,Investment,Full-time,60-100k,8103.51,2022-11-14,False,0.367
731,223,10,Subscription,Full-time,60-100k,4594.96,2022-11-20,False,0.393
732,687,10,Credit Application,Unemployed,30-60k,166.48,2022-12-08,True,0.289
733,434,10,Major Purchase,Part-time,30-60k,419.92,2023-01-07,False,0.462
734,622,10,Subscription,Student,60-100k,1302.55,2022-11-19,False,0.681
735,71,10,Credit Application,Unemployed,30-60k,786.72,2022-12-09,False,0.16
736,459,10,Credit Application,Unemployed,60-100k,1047.94,2022-10-13,False,0.189
737,588,10,Subscription,Full-time,100k+,8862.1,2022-11-09,False,0.898
738,298,10,Savings Deposit,Student,100k+,143.12,2022-12-01,False,0.143
739,792,10,Savings Deposit,Student,30-60k,525.28,2022-11-10,False,0.511
740,147,10,Major Purchase,Full-time,60-100k,10166.11,2022-09-21,False,0.852
741,671,10,Subscription Cancel,Part-time,60-100k,2514.34,2023-01-07,False,0.719
742,366,10,Subscription Cancel,Part-time,30-60k,1853.33,2023-01-11,False,0.496
743,646,10,Major Purchase,Part-time,30-60k,2879.69,2023-01-17,True,0.588
744,91,10,Savings Deposit,Full-time,30-60k,10573.7,2022-09-18,False,0.536
745,211,10,Loan Repayment,Part-time,100k+,1607.18,2022-10-13,False,0.749
746,353,10,Savings Deposit,Self-employed,100k+,410.09,2022-11-13,False,0.609
747,481,10,Subscription,Retired,30-60k,1300.15,2022-10-22,False,0.418
748,71,10,Major Purchase,Unemployed,30-60k,1269.67,2023-01-22,False,0.579
749,106,10,Subscription Cancel,Retired,<30k,286.17,2022-10-07,False,0.572
750,70,10,Investment,Full-time,30-60k,14632.03,2023-02-23,False,0.546
751,159,10,Savings Deposit,Full-time,100k+,7540.64,2023-01-12,False,0.413
752,681,10,Subscription Cancel,Unemployed,60-100k,1316.11,2023-02-23,False,0.567
753,230,10,Subscription Cancel,Full-time,60-100k,5006.08,2023-01-25,False,0.976
754,97,10,Subscription,Self-employed,100k+,1507.04,2023-02-24,False,0.71
755,741,10,Savings Deposit,Full-time,60-100k,14096.24,2022-09-17,False,0.434
756,684,10,Savings Deposit,Full-time,30-60k,5929.26,2022-11-30,False,0.64
757,291,10,Savings Deposit,Full-time,60-100k,7909.46,2023-02-15,False,0.841
758,686,11,Savings Deposit,Full-time,100k+,6460.67,2020-10-08,True,0.576
759,722,11,Subscription Cancel,Retired,100k+,272.95,2020-07-18,False,0.535
760,341,11,Subscription,Part-time,30-60k,4078.07,2020-05-18,True,0.274
761,436,11,Loan Repayment,Part-time,60-100k,3590.47,2020-10-21,True,0.565
762,271,11,Savings Deposit,Full-time,30-60k,7798.88,2020-07-30,False,0.51
763,471,11,Subscription Cancel,Full-time,100k+,7727.17,2020-11-06,False,0.346
764,454,11,Major Purchase,Retired,30-60k,739.42,2020-10-10,False,0.715
765,670,11,Credit Application,Part-time,<30k,2003.79,2020-05-16,True,0.519
766,640,11,Subscription,Unemployed,<30k,1288.08,2020-06-27,False,0.538
767,623,11,Subscription,Self-employed,60-100k,4554.25,2020-07-04,True,0.255
768,495,11,Subscription,Self-employed,30-60k,4465.25,2020-06-22,True,0.131
769,769,11,Loan Repayment,Student,60-100k,1377.09,2020-09-21,False,0.33
770,129,11,Subscription,Part-time,<30k,462.93,2020-08-04,False,0.613
771,311,11,Credit Application,Student,60-100k,468.73,2020-12-02,False,0.707
772,504,11,Savings Deposit,Student,30-60k,1005.9,2020-07-10,False,0.469
773,151,11,Loan Repayment,Unemployed,<30k,646.81,2020-07-20,False,0.656
774,54,11,Savings Deposit,Full-time,60-100k,12295.9,2021-01-06,False,0.501
775,549,11,Loan Repayment,Self-employed,30-60k,1799.09,2020-06-23,False,0.147
776,57,11,Subscription Cancel,Retired,60-100k,407.38,2020-06-08,False,0.14
777,783,11,Loan Repayment,Full-time,30-60k,14844.48,2020-08-27,False,0.371
778,550,11,Subscription Cancel,Unemployed,60-100k,1252.14,2020-10-21,False,0.284
779,367,11,Credit Application,Full-time,60-100k,8487.7,2020-12-28,False,0.646
780,548,11,Credit Application,Part-time,60-100k,2249.33,2020-12-06,True,0.558
781,187,11,Subscription Cancel,Unemployed,100k+,1313.51,2020-07-26,False,0.142
782,307,11,Credit Application,Part-time,60-100k,2014.26,2020-08-11,True,0.541
783,75,11,Subscription Cancel,Part-time,30-60k,2022.19,2020-10-30,False,0.645
784,339,11,Credit Application,Student,<30k,899.3,2020-10-28,False,0.283
785,39,11,Savings Deposit,Self-employed,60-100k,5026.72,2020-08-22,False,0.42
786,393,11,Subscription,Part-time,100k+,2986.74,2020-12-16,False,0.518
787,572,11,Investment,Part-time,60-100k,5230.22,2020-07-17,False,0.663
788,210,11,Subscription Cancel,Unemployed,30-60k,392.25,2020-10-02,False,0.671
789,600,11,Credit Application,Unemployed,<30k,1017.03,2020-10-24,False,0.137
790,313,11,Major Purchase,Student,60-100k,691.84,2020-06-09,False,0.104
791,512,11,Investment,Full-time,30-60k,848.8,2020-09-24,True,0.803
792,540,11,Credit Application,Full-time,60-100k,15554.46,2020-10-03,False,0.764
793,32,11,Subscription Cancel,Self-employed,30-60k,778.72,2020-12-16,False,0.685
794,416,11,Subscription Cancel,Part-time,100k+,2344.01,2020-06-17,True,0.647
795,644,11,Credit Application,Part-time,60-100k,173.2,2020-10-24,False,0.248
796,280,11,Loan Repayment,Unemployed,<30k,1026.14,2021-01-13,True,0.245
797,781,11,Credit Application,Full-time,30-60k,4989.23,2020-05-28,False,0.301
798,753,11,Investment,Full-time,<30k,1089.66,2020-10-20,False,0.593
799,256,11,Credit Application,Part-time,30-60k,3901.18,2020-07-05,False,0.128
800,58,11,Subscription Cancel,Full-time,100k+,3326.97,2020-10-31,False,0.606
801,340,11,Loan Repayment,Full-time,100k+,7384.07,2021-01-08,False,0.667
802,8,11,Savings Deposit,Retired,30-60k,1095.51,2020-10-16,False,0.225
803,492,11,Savings Deposit,Part-time,30-60k,3377.38,2020-10-14,False,0.326
804,183,11,Subscription,Self-employed,60-100k,4233.98,2021-01-19,False,0.745
805,786,11,Investment,Unemployed,100k+,905.92,2020-06-07,False,0.309
806,367,11,Major Purchase,Full-time,60-100k,7886.84,2020-08-03,True,0.362
807,47,11,Credit Application,Part-time,60-100k,3663.56,2020-09-17,False,0.707
808,220,11,Subscription Cancel,Part-time,60-100k,3349.05,2020-08-03,False,0.349
809,32,11,Loan Repayment,Self-employed,30-60k,2567.43,2020-09-24,False,0.43
810,477,11,Subscription Cancel,Retired,60-100k,911.82,2020-07-09,False,0.218
811,535,11,Savings Deposit,Full-time,60-100k,6045.09,2020-09-09,False,0.751
812,277,11,Savings Deposit,Self-employed,30-60k,894.9,2020-12-19,False,0.618
813,220,11,Investment,Part-time,60-100k,3895.15,2020-08-14,False,0.115
814,183,11,Subscription Cancel,Self-employed,60-100k,1844.0,2020-08-08,True,0.375
815,597,11,Loan Repayment,Full-time,30-60k,1488.94,2020-11-24,False,0.383
816,169,11,Credit Application,Student,30-60k,1067.58,2020-07-28,False,0.66
817,368,11,Loan Repayment,Unemployed,<30k,468.17,2020-11-26,True,0.683
818,46,11,Loan Repayment,Full-time,30-60k,7484.41,2020-11-26,False,0.805
819,318,11,Subscription Cancel,Self-employed,60-100k,984.92,2020-08-26,False,0.467
820,208,11,Major Purchase,Student,30-60k,275.95,2020-10-16,False,0.408
821,618,11,Investment,Unemployed,<30k,1032.6,2020-10-30,True,0.372
822,127,11,Loan Repayment,Full-time,60-100k,14425.69,2020-10-04,False,0.679
823,54,11,Subscription Cancel,Full-time,60-100k,13661.72,2020-08-04,False,0.974
824,265,11,Subscription,Self-employed,30-60k,1901.61,2020-06-13,True,0.583
825,483,11,Loan Repayment,Full-time,100k+,2019.05,2020-08-21,False,0.302
826,69,11,Major Purchase,Part-time,60-100k,5127.3,2020-10-06,True,0.474
827,703,11,Credit Application,Full-time,60-100k,16758.52,2020-11-16,False,0.852
828,589,11,Subscription Cancel,Full-time,60-100k,2501.59,2020-08-06,False,0.574
829,51,11,Savings Deposit,Student,30-60k,1048.21,2021-01-05,False,0.163
830,680,11,Subscription Cancel,Part-time,60-100k,4679.31,2020-07-04,True,0.5
831,370,11,Major Purchase,Full-time,30-60k,1752.34,2020-09-20,False,0.522
832,493,11,Credit Application,Retired,60-100k,1114.86,2020-12-28,False,0.533
833,4,11,Credit Application,Full-time,60-100k,12260.67,2020-06-11,False,0.618
834,240,11,Subscription Cancel,Full-time,60-100k,6544.33,2020-10-24,False,0.392
835,472,11,Investment,Full-time,60-100k,886.98,2020-10-28,True,0.89
836,41,11,Credit Application,Part-time,60-100k,3461.08,2020-06-18,False,0.568
837,620,11,Major Purchase,Full-time,30-60k,2090.04,2020-12-07,False,0.537
838,761,11,Investment,Unemployed,30-60k,609.83,2021-01-08,False,0.309
839,532,11,Investment,Full-time,100k+,16899.76,2020-09-28,False,0.346
840,130,11,Subscription,Self-employed,30-60k,1824.77,2020-11-15,False,0.49
841,379,12,Subscription Cancel,Student,30-60k,168.39,2020-04-21,False,0.719
842,113,12,Loan Repayment,Retired,60-100k,511.4,2020-02-14,False,0.42
843,326,12,Subscription,Self-employed,30-60k,1873.2,2020-03-15,False,0.3
844,122,12,Investment,Part-time,60-100k,2721.32,2020-04-22,True,0.503
845,472,12,Subscription,Full-time,60-100k,10483.43,2020-05-21,False,0.761
846,576,12,Subscription Cancel,Full-time,100k+,11151.46,2019-12-08,False,0.813
847,234,12,Investment,Retired,60-100k,127.18,2020-03-07,True,0.442
848,639,12,Subscription,Part-time,60-100k,3151.87,2020-07-22,False,0.258
849,144,12,Credit Application,Full-time,100k+,12433.64,2020-07-20,False,0.914
850,266,12,Subscription Cancel,Part-time,30-60k,3309.33,2020-03-22,False,0.643
851,51,12,Loan Repayment,Student,30-60k,660.33,2019-11-06,False,0.178
852,476,12,Subscription,Student,60-100k,131.87,2020-04-16,False,0.665
853,595,12,Loan Repayment,Unemployed,100k+,1375.75,2020-06-24,False,0.393
854,239,12,Subscription,Part-time,30-60k,3528.57,2020-07-28,False,0.419
855,172,12,Major Purchase,Retired,60-100k,1392.55,2019-08-14,False,0.575
856,287,12,Investment,Full-time,30-60k,2496.4,2019-08-13,False,0.358
857,655,12,Major Purchase,Student,30-60k,1358.95,2020-01-16,False,0.71
858,216,12,Credit Application,Unemployed,30-60k,1226.84,2019-11-07,False,0.346
859,633,12,Subscription,Unemployed,<30k,405.3,2020-03-13,False,0.734
860,794,12,Subscription Cancel,Part-time,30-60k,3159.09,2019-08-22,False,0.316
861,439,12,Major Purchase,Retired,<30k,400.38,2019-11-25,False,0.194
862,314,12,Credit Application,Part-time,100k+,4258.7,2020-07-04,True,0.506
863,751,12,Major Purchase,Unemployed,100k+,885.65,2020-07-31,True,0.399
864,143,12,Credit Application,Self-employed,30-60k,2086.63,2019-08-26,False,0.405
865,636,12,Credit Application,Retired,100k+,296.23,2019-10-19,False,0.321
866,456,12,Subscription,Full-time,30-60k,3833.28,2020-03-25,True,0.952
867,765,12,Credit Application,Full-time,100k+,5310.03,2020-05-21,False,0.724
868,133,12,Loan Repayment,Full-time,60-100k,17024.36,2020-02-21,False,0.587
869,614,12,Savings Deposit,Student,60-100k,455.34,2019-09-18,False,0.229
870,573,12,Savings Deposit,Student,30-60k,68.61,2020-04-04,False,0.223
871,537,12,Major Purchase,Unemployed,<30k,1176.58,2019-10-17,False,0.293
872,687,12,Savings Deposit,Unemployed,30-60k,1037.92,2020-05-23,True,0.215
873,25,12,Savings Deposit,Full-time,100k+,12012.78,2020-08-01,False,0.307
874,732,12,Investment,Unemployed,<30k,1378.07,2019-09-21,False,0.36
875,669,12,Loan Repayment,Full-time,30-60k,2989.24,2019-10-28,False,0.473
876,112,12,Loan Repayment,Self-employed,30-60k,1552.79,2020-02-17,False,0.238
877,551,12,Major Purchase,Part-time,100k+,4539.23,2019-10-12,False,0.702
878,671,12,Loan Repayment,Part-time,60-100k,3455.55,2020-03-30,False,0.268
879,514,12,Savings Deposit,Student,100k+,633.1,2019-09-29,False,0.651
880,692,12,Investment,Full-time,60-100k,10517.07,2020-04-11,False,0.355
881,790,12,Major Purchase,Self-employed,30-60k,2107.82,2020-01-12,False,0.628
882,405,12,Subscription,Full-time,100k+,12456.7,2020-04-20,False,0.806
883,131,12,Major Purchase,Full-time,30-60k,7392.85,2020-07-16,False,0.432
884,494,12,Savings Deposit,Full-time,30-60k,1163.19,2020-05-26,False,0.972
885,583,12,Investment,Full-time,60-100k,9864.09,2020-02-10,True,0.521
886,655,12,Loan Repayment,Student,30-60k,1352.93,2020-05-08,False,0.607
887,54,12,Loan Repayment,Full-time,60-100k,16518.44,2019-12-22,False,0.819
888,290,12,Savings Deposit,Part-time,60-100k,1293.61,2019-11-27,False,0.427
889,517,12,Investment,Full-time,60-100k,16127.83,2019-09-11,False,0.791
890,206,12,Major Purchase,Full-time,30-60k,3772.72,2020-08-11,False,0.796
891,364,12,Loan Repayment,Unemployed,30-60k,1031.44,2020-06-08,False,0.305
892,84,12,Subscription Cancel,Full-time,60-100k,13326.4,2020-08-04,False,0.309
893,106,12,Subscription,Retired,<30k,725.0,2019-10-08,False,0.633
894,178,12,Credit Application,Unemployed,<30k,304.06,2020-07-20,True,0.18
895,161,12,Subscription,Self-employed,30-60k,2808.92,2020-07-29,False,0.614
896,211,12,Loan Repayment,Part-time,100k+,542.75,2020-02-08,False,0.144
897,745,12,Investment,Full-time,100k+,13553.47,2019-08-30,False,0.588
898,500,12,Savings Deposit,Self-employed,60-100k,3140.9,2020-07-31,False,0.352
899,509,12,Subscription,Full-time,100k+,12656.12,2019-11-07,False,0.582
900,152,12,Savings Deposit,Unemployed,30-60k,394.62,2020-02-13,False,0.273
901,200,12,Savings Deposit,Unemployed,30-60k,139.86,2019-11-29,False,0.214
902,224,12,Investment,Full-time,60-100k,10287.17,2020-03-17,False,0.459
903,583,12,Major Purchase,Full-time,60-100k,8085.09,2020-06-10,False,0.392
904,4,12,Loan Repayment,Full-time,60-100k,7104.64,2019-12-24,False,0.558
905,664,12,Subscription,Unemployed,30-60k,974.22,2019-12-23,False,0.677
906,27,12,Subscription Cancel,Full-time,60-100k,3810.99,2019-10-20,False,0.935
907,566,12,Investment,Retired,60-100k,1250.57,2019-08-16,False,0.317
908,345,12,Major Purchase,Full-time,30-60k,955.87,2019-09-23,False,0.469
909,249,12,Subscription Cancel,Full-time,60-100k,14681.73,2020-01-08,False,0.901
910,536,12,Investment,Unemployed,<30k,1135.59,2020-02-06,False,0.651
911,117,12,Loan Repayment,Unemployed,60-100k,1164.6,2020-04-20,False,0.345
912,28,13,Investment,Unemployed,100k+,747.28,2021-07-30,False,0.643
913,707,13,Major Purchase,Self-employed,30-60k,4275.69,2021-06-15,False,0.187
914,567,13,Savings Deposit,Full-time,30-60k,16363.0,2021-10-08,False,0.624
915,687,13,Credit Application,Unemployed,30-60k,1033.75,2020-12-28,False,0.707
916,596,13,Subscription Cancel,Full-time,60-100k,15083.04,2021-04-23,False,0.657
917,77,13,Investment,Student,<30k,469.81,2021-03-21,True,0.243
918,138,13,Loan Repayment,Full-time,100k+,581.13,2021-04-04,False,0.538
919,67,13,Savings Deposit,Retired,30-60k,1140.85,2021-09-28,False,0.604
920,349,13,Investment,Part-time,100k+,4344.87,2021-05-17,False,0.444
921,190,13,Credit Application,Full-time,30-60k,8008.88,2021-01-17,False,0.689
922,329,13,Credit Application,Part-time,60-100k,1711.96,2021-07-30,False,0.638
923,584,13,Subscription Cancel,Retired,<30k,870.98,2021-09-19,False,0.705
924,682,13,Subscription,Self-employed,60-100k,2685.07,2021-04-08,False,0.727
925,403,13,Investment,Part-time,30-60k,2528.91,2021-05-26,False,0.749
926,144,13,Subscription Cancel,Full-time,100k+,13132.92,2021-10-04,False,0.841
927,30,13,Credit Application,Full-time,30-60k,12370.85,2021-09-14,False,0.309
928,467,13,Loan Repayment,Student,<30k,504.05,2020-12-29,False,0.356
929,750,13,Credit Application,Unemployed,60-100k,1116.54,2021-07-27,False,0.19
930,401,13,Major Purchase,Part-time,60-100k,574.82,2021-09-06,False,0.454
931,407,13,Credit Application,Unemployed,<30k,289.36,2020-12-08,False,0.159
932,68,13,Subscription,Unemployed,<30k,1143.83,2021-09-07,False,0.717
933,430,13,Major Purchase,Unemployed,30-60k,1373.42,2021-08-04,False,0.364
934,131,13,Savings Deposit,Full-time,30-60k,759.29,2021-05-14,False,0.433
935,18,13,Subscription,Student,60-100k,620.28,2021-04-17,True,0.448
936,103,13,Major Purchase,Part-time,100k+,2380.9,2021-08-14,False,0.24
937,84,13,Credit Application,Full-time,60-100k,11159.16,2021-07-24,False,0.889
938,766,13,Savings Deposit,Full-time,<30k,17476.08,2020-12-11,False,0.473
939,265,13,Loan Repayment,Self-employed,30-60k,4558.0,2021-02-16,True,0.545
940,440,13,Subscription Cancel,Part-time,<30k,3909.7,2021-10-12,False,0.226
941,593,13,Subscription,Retired,60-100k,1297.94,2021-08-27,False,0.35
942,141,13,Loan Repayment,Part-time,60-100k,5163.21,2021-09-27,False,0.567
943,188,13,Loan Repayment,Unemployed,60-100k,571.61,2021-02-01,False,0.562
944,262,13,Major Purchase,Unemployed,100k+,179.94,2021-04-09,False,0.532
945,23,13,Investment,Part-time,100k+,4225.44,2021-04-19,False,0.582
946,221,13,Subscription,Retired,100k+,534.67,2021-02-24,False,0.143
947,356,13,Subscription,Full-time,30-60k,3967.81,2021-04-14,False,0.582
948,678,13,Savings Deposit,Unemployed,30-60k,516.81,2021-08-12,False,0.458
949,744,13,Major Purchase,Full-time,30-60k,2826.21,2021-06-09,False,0.428
950,8,13,Major Purchase,Retired,30-60k,1318.84,2021-10-06,True,0.179
951,203,13,Major Purchase,Part-time,100k+,332.73,2021-04-09,True,0.613
952,88,13,Savings Deposit,Student,<30k,500.65,2021-07-27,False,0.46
953,793,13,Investment,Self-employed,30-60k,2582.56,2021-07-30,True,0.256
954,13,13,Subscription Cancel,Student,30-60k,1378.72,2021-09-17,False,0.329
955,288,13,Subscription Cancel,Full-time,30-60k,3548.35,2021-04-22,True,0.976
956,17,13,Major Purchase,Part-time,60-100k,960.64,2021-06-09,False,0.525
957,436,13,Major Purchase,Part-time,60-100k,4424.61,2021-09-24,False,0.406
958,254,13,Subscription,Full-time,30-60k,10457.63,2021-03-22,False,0.737
959,704,13,Investment,Unemployed,30-60k,658.61,2021-02-13,False,0.673
960,192,13,Major Purchase,Retired,<30k,1155.6,2021-09-12,False,0.519
961,230,13,Subscription Cancel,Full-time,60-100k,3770.7,2021-05-28,False,0.677
962,485,13,Loan Repayment,Full-time,60-100k,17172.34,2021-05-21,False,0.911
963,50,13,Subscription Cancel,Unemployed,<30k,534.67,2021-06-14,False,0.708
964,571,13,Credit Application,Full-time,60-100k,10382.4,2021-09-20,False,0.504
965,556,13,Loan Repayment,Full-time,60-100k,16726.69,2021-04-18,False,0.954
966,108,13,Loan Repayment,Retired,<30k,1299.37,2021-01-08,False,0.148
967,429,13,Savings Deposit,Unemployed,100k+,72.11,2020-12-04,False,0.12
968,435,13,Investment,Retired,100k+,383.73,2021-08-01,False,0.616
969,585,13,Major Purchase,Part-time,30-60k,1993.93,2021-04-14,True,0.382
970,398,13,Loan Repayment,Full-time,60-100k,12149.24,2021-10-16,False,0.363
971,605,13,Subscription,Full-time,30-60k,8304.76,2021-07-18,False,0.909
972,193,13,Loan Repayment,Unemployed,30-60k,251.79,2021-05-22,False,0.473
973,124,13,Savings Deposit,Part-time,60-100k,1738.54,2021-02-03,False,0.346
974,653,13,Savings Deposit,Full-time,30-60k,10753.84,2021-06-28,False,0.517
975,123,13,Subscription,Student,<30k,231.28,2021-02-25,False,0.592
976,272,13,Loan Repayment,Full-time,60-100k,12475.54,2021-10-11,True,0.74
977,91,13,Subscription Cancel,Full-time,30-60k,17400.86,2021-01-31,False,0.883
978,593,13,Credit Application,Retired,60-100k,1159.93,2021-06-07,False,0.576
979,798,13,Major Purchase,Retired,100k+,106.28,2021-03-03,False,0.608
980,349,13,Major Purchase,Part-time,100k+,4440.72,2021-05-18,False,0.351
981,513,14,Subscription,Student,<30k,401.49,2020-02-22,False,0.341
982,387,14,Subscription,Part-time,30-60k,2619.04,2020-07-18,False,0.11
983,566,14,Investment,Retired,60-100k,1168.91,2020-03-25,False,0.215
984,345,14,Savings Deposit,Full-time,30-60k,13198.99,2020-07-25,False,0.798
985,341,14,Major Purchase,Part-time,30-60k,259.0,2021-01-03,False,0.622
986,187,14,Major Purchase,Unemployed,100k+,1276.12,2020-04-23,True,0.287
987,372,14,Major Purchase,Retired,60-100k,1202.44,2020-02-18,False,0.535
988,211,14,Savings Deposit,Part-time,100k+,587.7,2020-08-28,False,0.572
989,588,14,Subscription Cancel,Full-time,100k+,13962.21,2020-08-19,False,0.487
990,115,14,Investment,Student,100k+,1342.14,2020-03-01,True,0.591
991,183,14,Savings Deposit,Self-employed,60-100k,999.63,2020-07-12,False,0.315
992,707,14,Subscription Cancel,Self-employed,30-60k,2767.22,2021-01-27,False,0.185
993,28,14,Credit Application,Unemployed,100k+,760.11,2020-04-13,True,0.143
994,148,14,Subscription,Full-time,60-100k,14793.76,2020-02-19,False,0.765
995,709,14,Investment,Self-employed,60-100k,4989.4,2020-12-27,False,0.492
996,339,14,Loan Repayment,Student,<30k,287.94,2020-02-18,False,0.573
997,436,14,Savings Deposit,Part-time,60-100k,2216.19,2020-03-10,False,0.115
998,384,14,Loan Repayment,Unemployed,30-60k,551.53,2020-06-06,False,0.639
999,730,14,Subscription,Part-time,60-100k,889.51,2021-01-14,False,0.144
1000,212,14,Investment,Self-employed,60-100k,5022.17,2020-02-16,True,0.582
1001,768,14,Subscription Cancel,Self-employed,60-100k,2448.44,2020-07-10,True,0.169
1002,515,14,Major Purchase,Full-time,60-100k,3341.27,2020-07-25,False,0.476
1003,63,14,Subscription,Self-employed,30-60k,724.04,2020-01-05,False,0.125
1004,718,14,Savings Deposit,Retired,30-60k,1246.51,2020-03-18,True,0.632
1005,705,14,Savings Deposit,Full-time,100k+,11600.42,2020-03-01,False,0.578
1006,216,14,Major Purchase,Unemployed,30-60k,1391.2,2020-07-18,False,0.491
1007,757,14,Loan Repayment,Student,100k+,289.98,2020-01-15,False,0.671
1008,494,14,Major Purchase,Full-time,30-60k,2243.55,2020-08-01,False,0.677
1009,552,14,Credit Application,Unemployed,100k+,381.5,2020-06-04,False,0.256
1010,406,14,Subscription Cancel,Full-time,30-60k,12708.81,2020-10-06,False,0.955
1011,760,14,Major Purchase,Full-time,<30k,13940.36,2020-06-07,False,0.797
1012,5,14,Subscription Cancel,Full-time,60-100k,3486.05,2020-12-30,False,0.78
1013,253,14,Subscription Cancel,Unemployed,<30k,1048.23,2020-09-14,False,0.152
1014,258,14,Investment,Unemployed,30-60k,884.25,2021-02-07,False,0.1
1015,209,14,Subscription Cancel,Retired,60-100k,1087.46,2021-02-25,False,0.704
1016,535,14,Loan Repayment,Full-time,60-100k,548.31,2020-10-29,False,0.846
1017,352,14,Savings Deposit,Part-time,60-100k,3749.78,2019-12-24,False,0.537
1018,647,14,Subscription,Self-employed,60-100k,334.03,2020-05-12,True,0.216
1019,199,14,Savings Deposit,Part-time,30-60k,2909.56,2020-06-20,False,0.195
1020,379,14,Investment,Student,30-60k,1232.69,2020-03-14,False,0.41
1021,231,14,Subscription Cancel,Full-time,100k+,9113.89,2019-12-26,False,0.948
1022,485,14,Subscription Cancel,Full-time,60-100k,9726.11,2020-06-10,False,0.65
1023,691,14,Credit Application,Full-time,60-100k,2203.99,2021-02-21,False,0.863
1024,538,14,Savings Deposit,Full-time,60-100k,15729.22,2021-01-04,False,0.848
1025,585,14,Major Purchase,Part-time,30-60k,4805.48,2020-08-08,False,0.467
1026,797,14,Major Purchase,Full-time,60-100k,10416.73,2021-02-08,False,0.604
1027,663,14,Investment,Full-time,30-60k,16033.15,2020-07-28,False,0.616
1028,40,14,Subscription Cancel,Unemployed,<30k,1283.36,2020-04-30,False,0.167
1029,611,14,Major Purchase,Full-time,60-100k,12305.11,2020-08-26,False,0.595
1030,651,14,Subscription,Full-time,100k+,11844.05,2021-01-09,False,0.767
1031,559,14,Savings Deposit,Part-time,30-60k,3074.06,2020-04-10,False,0.645
1032,448,14,Credit Application,Unemployed,<30k,87.82,2020-05-05,False,0.677
1033,265,14,Subscription Cancel,Self-employed,30-60k,2957.97,2021-02-09,False,0.433
1034,26,14,Subscription,Unemployed,30-60k,749.46,2020-08-05,True,0.522
1035,48,14,Investment,Student,30-60k,1354.45,2021-01-20,False,0.541
1036,312,14,Subscription,Full-time,100k+,3155.64,2019-12-30,True,0.395
1037,667,14,Investment,Full-time,100k+,799.18,2020-12-14,False,0.877
1038,132,14,Loan Repayment,Part-time,100k+,4760.16,2020-01-21,False,0.459
1039,143,14,Investment,Self-employed,30-60k,374.82,2021-02-08,False,0.154
1040,250,14,Credit Application,Full-time,100k+,10027.23,2020-06-28,False,0.648
1041,754,14,Credit Application,Unemployed,30-60k,1012.28,2020-05-01,False,0.471
1042,136,14,Subscription,Full-time,30-60k,3285.18,2020-12-19,False,0.324
