obs_id,user_study_id,respondent_id,task_label,completion_secs,error_count,nasa_tlx_score,satisfaction,noted_at
675,5,146,Onboarding flow,466.67,7,75.93,0.6575,2021-12-17 00:00:00
676,5,146,Checkout completion,91.73,7,11.53,0.842,2021-12-12 00:00:00
677,5,619,Search & filter,372.12,8,11.69,0.3846,2021-12-05 00:00:00
678,5,619,Anomaly identification,349.35,7,77.52,0.3534,2021-12-11 00:00:00
679,6,208,Alert triage,580.18,6,86.89,0.6162,2023-12-13 00:00:00
680,6,208,Onboarding flow,570.76,6,63.99,0.4489,2023-11-21 00:00:00
681,6,208,Checkout completion,327.8,4,42.28,0.2763,2023-11-24 00:00:00
682,6,640,Recommendation acceptance,509.5,8,47.08,0.1939,2023-11-22 00:00:00
683,6,640,Dashboard navigation,390.27,2,36.23,0.5212,2023-12-01 00:00:00
684,6,640,Report export,40.16,0,34.27,0.5823,2023-11-26 00:00:00
685,6,601,Report export,286.46,3,85.46,0.0022,2023-11-22 00:00:00
686,6,601,Onboarding flow,17.37,6,77.54,0.1977,2023-11-11 00:00:00
687,6,35,Report export,26.54,8,78.62,0.3158,2023-11-02 00:00:00
688,6,35,Anomaly identification,185.83,0,85.96,0.0915,2023-12-01 00:00:00
689,6,35,Onboarding flow,115.54,7,14.84,0.6242,2023-11-20 00:00:00
690,6,35,Alert triage,64.72,1,72.32,0.9926,2023-11-20 00:00:00
691,6,577,Model output interpretation,204.87,7,31.08,0.4413,2023-11-08 00:00:00
692,6,577,Search & filter,576.03,4,34.26,0.4211,2023-12-18 00:00:00
693,6,333,Search & filter,563.9,6,24.83,0.6343,2023-12-12 00:00:00
694,6,333,Recommendation acceptance,36.01,1,45.53,0.116,2023-12-18 00:00:00
695,6,333,Alert triage,174.66,6,77.5,0.64,2023-12-04 00:00:00
696,6,333,Anomaly identification,489.37,5,41.06,0.3591,2023-11-08 00:00:00
697,6,453,Dashboard navigation,571.59,1,36.23,0.3304,2023-12-18 00:00:00
698,6,453,Anomaly identification,58.16,0,74.59,0.4983,2023-11-23 00:00:00
699,6,719,Recommendation acceptance,556.46,4,30.1,0.1555,2023-11-09 00:00:00
700,6,719,Report export,214.78,0,35.4,0.2668,2023-11-10 00:00:00
701,6,719,Model output interpretation,38.82,4,17.36,0.9918,2023-11-18 00:00:00
702,6,719,Search & filter,223.92,2,80.03,0.204,2023-11-04 00:00:00
703,6,60,Dashboard navigation,386.52,6,88.42,0.1012,2023-11-07 00:00:00
704,6,60,Alert triage,384.99,0,47.09,0.6649,2023-11-12 00:00:00
705,6,713,Anomaly identification,443.96,0,38.44,0.6466,2023-11-21 00:00:00
706,6,713,Model output interpretation,78.9,2,55.3,0.5043,2023-12-09 00:00:00
707,6,713,Alert triage,253.97,4,64.05,0.05,2023-11-04 00:00:00
708,6,713,Dashboard navigation,306.23,7,10.34,0.6877,2023-11-08 00:00:00
709,6,713,Recommendation acceptance,332.47,3,73.61,0.18,2023-11-05 00:00:00
710,6,404,Anomaly identification,525.81,3,39.51,0.6251,2023-12-07 00:00:00
711,6,404,Alert triage,103.77,3,49.45,0.6802,2023-12-19 00:00:00
712,6,404,Model output interpretation,303.44,4,15.58,0.1035,2023-12-08 00:00:00
713,6,404,Checkout completion,452.91,5,81.16,0.4555,2023-11-25 00:00:00
714,6,123,Alert triage,113.28,7,22.11,0.5532,2023-12-10 00:00:00
715,6,123,Model output interpretation,498.03,7,74.07,0.9796,2023-11-13 00:00:00
716,6,123,Report export,24.68,1,69.63,0.0628,2023-12-07 00:00:00
717,6,323,Dashboard navigation,584.67,5,78.31,0.5121,2023-11-20 00:00:00
718,6,323,Checkout completion,425.28,4,61.66,0.6737,2023-11-08 00:00:00
719,6,323,Anomaly identification,75.64,1,71.5,0.573,2023-11-12 00:00:00
720,6,323,Onboarding flow,325.47,2,79.38,0.723,2023-12-05 00:00:00
721,6,446,Model output interpretation,371.59,1,48.41,0.8394,2023-11-22 00:00:00
722,6,446,Search & filter,33.34,2,73.52,0.7623,2023-11-28 00:00:00
723,6,446,Alert triage,387.09,8,41.53,0.9926,2023-11-28 00:00:00
724,6,468,Search & filter,325.62,1,83.87,0.6449,2023-11-23 00:00:00
725,6,468,Recommendation acceptance,522.94,1,28.39,0.9997,2023-12-04 00:00:00
726,6,46,Onboarding flow,535.44,2,88.7,0.2459,2023-12-10 00:00:00
727,6,46,Model output interpretation,447.02,7,26.76,0.457,2023-11-06 00:00:00
728,6,46,Checkout completion,363.77,6,16.66,0.7539,2023-12-13 00:00:00
729,6,46,Recommendation acceptance,310.06,3,88.58,0.046,2023-11-11 00:00:00
730,6,46,Search & filter,260.36,0,60.43,0.1264,2023-11-20 00:00:00
731,6,21,Dashboard navigation,481.92,5,26.89,0.1799,2023-12-15 00:00:00
732,6,21,Recommendation acceptance,83.81,3,45.86,0.1024,2023-11-23 00:00:00
733,6,91,Onboarding flow,373.03,5,14.03,0.7814,2023-12-05 00:00:00
734,6,91,Recommendation acceptance,448.19,6,11.43,0.2703,2023-11-27 00:00:00
735,6,91,Anomaly identification,153.86,6,22.13,0.7501,2023-11-15 00:00:00
736,6,91,Alert triage,279.7,0,22.09,0.1896,2023-11-07 00:00:00
737,6,190,Recommendation acceptance,475.31,6,22.08,0.3634,2023-12-15 00:00:00
738,6,190,Report export,231.68,3,85.71,0.7287,2023-12-17 00:00:00
739,6,190,Checkout completion,419.86,6,40.74,0.3993,2023-12-03 00:00:00
740,6,190,Model output interpretation,474.37,3,35.34,0.4112,2023-11-11 00:00:00
741,6,190,Alert triage,157.11,5,34.14,0.2029,2023-11-12 00:00:00
742,6,533,Dashboard navigation,561.43,0,89.22,0.3569,2023-12-03 00:00:00
743,6,533,Search & filter,401.46,1,83.68,0.187,2023-12-05 00:00:00
744,6,533,Anomaly identification,87.56,1,75.17,0.6579,2023-12-05 00:00:00
745,6,326,Dashboard navigation,532.96,0,28.04,0.8275,2023-12-07 00:00:00
746,6,326,Recommendation acceptance,303.49,3,24.92,0.8346,2023-11-19 00:00:00
747,6,326,Alert triage,340.19,1,61.33,0.6207,2023-11-16 00:00:00
748,6,326,Onboarding flow,67.47,3,33.74,0.2289,2023-12-14 00:00:00
749,6,326,Report export,80.51,0,86.16,0.0617,2023-12-16 00:00:00
750,6,251,Onboarding flow,554.12,3,56.45,0.4998,2023-12-10 00:00:00
751,6,251,Model output interpretation,585.83,3,47.17,0.7883,2023-12-11 00:00:00
752,6,251,Anomaly identification,473.73,8,14.25,0.9818,2023-11-07 00:00:00
753,6,251,Recommendation acceptance,160.0,1,30.51,0.6031,2023-11-23 00:00:00
754,6,576,Dashboard navigation,226.81,2,76.26,0.3085,2023-11-25 00:00:00
755,6,576,Checkout completion,543.1,3,56.22,0.6504,2023-12-01 00:00:00
756,6,576,Alert triage,323.94,1,20.97,0.7348,2023-11-26 00:00:00
757,6,706,Model output interpretation,592.87,4,65.17,0.8557,2023-12-05 00:00:00
758,6,706,Search & filter,99.02,2,77.45,0.9069,2023-11-25 00:00:00
759,6,706,Checkout completion,161.24,2,15.1,0.426,2023-12-18 00:00:00
760,6,499,Onboarding flow,581.61,7,20.85,0.0003,2023-11-26 00:00:00
761,6,499,Checkout completion,223.49,5,76.43,0.1622,2023-12-11 00:00:00
762,6,499,Dashboard navigation,372.09,2,34.55,0.3204,2023-11-18 00:00:00
763,6,98,Recommendation acceptance,188.19,0,35.2,0.9694,2023-11-21 00:00:00
764,6,98,Onboarding flow,311.55,4,72.83,0.0283,2023-11-17 00:00:00
765,6,98,Anomaly identification,88.92,5,13.96,0.5,2023-11-19 00:00:00
766,7,482,Search & filter,228.65,1,33.03,0.0386,2023-05-30 00:00:00
767,7,482,Model output interpretation,160.09,8,81.76,0.587,2023-05-12 00:00:00
768,7,510,Search & filter,189.67,1,29.53,0.3937,2023-05-22 00:00:00
769,7,510,Model output interpretation,221.19,0,40.16,0.0214,2023-05-07 00:00:00
770,7,510,Checkout completion,454.5,1,48.7,0.3938,2023-05-09 00:00:00
771,7,84,Anomaly identification,110.01,2,82.94,0.5935,2023-05-12 00:00:00
772,7,84,Search & filter,71.34,2,55.65,0.1611,2023-05-18 00:00:00
773,7,84,Checkout completion,217.43,7,20.94,0.4638,2023-05-15 00:00:00
774,7,84,Report export,124.39,1,34.91,0.2667,2023-06-02 00:00:00
775,7,335,Dashboard navigation,237.54,5,75.83,0.6389,2023-05-15 00:00:00
776,7,335,Recommendation acceptance,425.59,2,10.75,0.1638,2023-05-30 00:00:00
777,7,335,Onboarding flow,170.14,7,27.39,0.0414,2023-05-17 00:00:00
778,7,335,Anomaly identification,335.27,3,58.15,0.0731,2023-05-31 00:00:00
779,7,335,Checkout completion,557.05,8,89.69,0.3275,2023-05-30 00:00:00
780,7,766,Alert triage,487.03,2,37.69,0.3243,2023-05-25 00:00:00
781,7,766,Search & filter,117.88,7,48.52,0.7616,2023-05-16 00:00:00
782,7,766,Model output interpretation,544.48,8,38.71,0.9703,2023-05-19 00:00:00
783,7,606,Alert triage,574.98,1,33.32,0.3665,2023-05-12 00:00:00
784,7,606,Onboarding flow,273.3,8,41.77,0.7853,2023-05-31 00:00:00
785,7,606,Dashboard navigation,66.61,4,78.08,0.6035,2023-05-23 00:00:00
786,7,606,Checkout completion,499.49,0,33.57,0.4006,2023-05-22 00:00:00
787,7,296,Search & filter,185.35,8,82.51,0.3204,2023-05-13 00:00:00
788,7,296,Dashboard navigation,392.0,1,74.7,0.9559,2023-05-28 00:00:00
789,7,296,Alert triage,309.4,5,73.83,0.5505,2023-05-15 00:00:00
790,7,296,Report export,500.47,2,21.38,0.1139,2023-05-16 00:00:00
791,7,296,Checkout completion,597.5,5,12.13,0.9123,2023-05-17 00:00:00
792,7,751,Model output interpretation,387.49,7,26.1,0.3351,2023-05-29 00:00:00
793,7,751,Recommendation acceptance,595.71,5,31.43,0.8,2023-05-19 00:00:00
794,7,751,Onboarding flow,32.1,6,76.13,0.5404,2023-05-19 00:00:00
795,7,783,Model output interpretation,91.67,4,76.82,0.1511,2023-05-11 00:00:00
796,7,783,Onboarding flow,173.39,4,65.35,0.4817,2023-05-28 00:00:00
797,7,783,Checkout completion,113.01,4,28.61,0.4875,2023-05-19 00:00:00
798,7,783,Recommendation acceptance,308.6,8,69.91,0.152,2023-05-17 00:00:00
799,7,757,Checkout completion,197.48,2,13.32,0.4219,2023-05-15 00:00:00
800,7,757,Recommendation acceptance,428.43,3,36.14,0.8083,2023-05-09 00:00:00
801,7,698,Anomaly identification,266.31,3,22.85,0.3968,2023-05-24 00:00:00
802,7,698,Checkout completion,413.64,2,83.69,0.3261,2023-05-15 00:00:00
803,7,667,Anomaly identification,446.2,7,40.53,0.92,2023-05-13 00:00:00
804,7,667,Dashboard navigation,551.56,4,64.91,0.5063,2023-05-13 00:00:00
805,7,667,Model output interpretation,277.11,7,89.84,0.6403,2023-05-09 00:00:00
806,7,667,Alert triage,266.69,5,12.25,0.4454,2023-05-16 00:00:00
807,7,667,Search & filter,423.58,7,33.37,0.1721,2023-05-20 00:00:00
808,7,703,Alert triage,564.93,4,21.56,0.1475,2023-06-01 00:00:00
809,7,703,Dashboard navigation,199.6,8,39.47,0.4777,2023-05-07 00:00:00
810,7,703,Model output interpretation,363.59,1,62.99,0.756,2023-05-09 00:00:00
811,7,703,Onboarding flow,258.11,5,77.45,0.9185,2023-05-26 00:00:00
812,7,703,Recommendation acceptance,131.06,0,12.2,0.1768,2023-05-25 00:00:00
813,7,394,Report export,206.89,4,52.31,0.2781,2023-05-22 00:00:00
814,7,394,Model output interpretation,574.66,1,45.73,0.6533,2023-05-25 00:00:00
815,7,394,Search & filter,386.86,8,16.12,0.9821,2023-05-24 00:00:00
816,7,394,Dashboard navigation,462.99,5,66.03,0.9423,2023-05-27 00:00:00
817,7,424,Checkout completion,599.45,6,16.41,0.5918,2023-06-03 00:00:00
818,7,424,Model output interpretation,376.69,7,47.52,0.0864,2023-05-25 00:00:00
819,7,373,Report export,165.22,5,85.33,0.9981,2023-05-17 00:00:00
820,7,373,Recommendation acceptance,83.48,0,23.06,0.9595,2023-05-12 00:00:00
821,7,373,Anomaly identification,335.29,4,29.84,0.1313,2023-05-30 00:00:00
822,7,373,Checkout completion,287.78,5,60.43,0.2901,2023-05-26 00:00:00
823,7,373,Alert triage,564.59,8,87.07,0.7213,2023-05-07 00:00:00
824,7,616,Dashboard navigation,480.49,0,35.73,0.7157,2023-05-28 00:00:00
825,7,616,Onboarding flow,485.31,5,87.45,0.3514,2023-05-29 00:00:00
826,7,616,Alert triage,34.44,1,74.74,0.1905,2023-06-01 00:00:00
827,7,616,Recommendation acceptance,411.78,6,12.78,0.4691,2023-05-25 00:00:00
828,7,616,Checkout completion,138.45,7,85.5,0.7475,2023-05-10 00:00:00
829,7,351,Alert triage,67.06,3,85.84,0.0129,2023-05-07 00:00:00
830,7,351,Anomaly identification,478.42,3,30.53,0.7382,2023-05-11 00:00:00
831,7,351,Report export,245.24,7,29.57,0.7616,2023-05-07 00:00:00
832,7,187,Alert triage,450.11,4,15.86,0.8274,2023-05-08 00:00:00
833,7,187,Model output interpretation,116.94,1,19.94,0.3353,2023-06-01 00:00:00
834,7,187,Report export,316.86,6,39.03,0.6758,2023-05-29 00:00:00
835,7,654,Anomaly identification,435.81,6,36.36,0.6362,2023-05-20 00:00:00
836,7,654,Dashboard navigation,177.0,2,24.56,0.8952,2023-05-23 00:00:00
837,7,654,Report export,187.04,6,33.16,0.4508,2023-05-14 00:00:00
838,7,430,Search & filter,506.76,7,46.6,0.5241,2023-05-07 00:00:00
839,7,430,Dashboard navigation,138.07,5,41.49,0.7042,2023-05-27 00:00:00
840,7,430,Alert triage,199.05,2,57.65,0.2567,2023-05-08 00:00:00
841,7,430,Checkout completion,293.28,7,28.25,0.5556,2023-05-30 00:00:00
842,7,45,Search & filter,131.9,6,37.23,0.8078,2023-05-30 00:00:00
843,7,45,Dashboard navigation,579.4,7,15.25,0.4852,2023-05-07 00:00:00
844,7,45,Alert triage,488.39,6,51.32,0.0831,2023-05-24 00:00:00
845,7,45,Onboarding flow,596.14,1,87.87,0.6115,2023-05-28 00:00:00
846,7,411,Search & filter,67.83,1,73.33,0.2777,2023-05-26 00:00:00
847,7,411,Report export,198.28,8,58.29,0.3904,2023-05-10 00:00:00
848,7,411,Checkout completion,40.33,8,63.38,0.1053,2023-05-26 00:00:00
849,7,411,Model output interpretation,477.41,0,28.87,0.9114,2023-05-12 00:00:00
850,7,411,Dashboard navigation,530.97,3,72.7,0.3114,2023-05-13 00:00:00
851,7,375,Search & filter,479.43,5,61.46,0.7404,2023-05-29 00:00:00
852,7,375,Recommendation acceptance,189.31,4,83.73,0.1982,2023-05-28 00:00:00
853,7,375,Checkout completion,213.48,1,70.34,0.1743,2023-05-09 00:00:00
854,7,375,Anomaly identification,342.82,5,26.71,0.9858,2023-05-10 00:00:00
855,7,639,Onboarding flow,342.56,3,43.93,0.547,2023-05-09 00:00:00
856,7,639,Model output interpretation,582.32,1,39.64,0.3646,2023-05-20 00:00:00
857,7,246,Search & filter,504.14,1,55.73,0.1105,2023-05-29 00:00:00
858,7,246,Checkout completion,206.79,4,73.12,0.6194,2023-05-14 00:00:00
859,7,246,Alert triage,214.49,6,16.76,0.9922,2023-05-17 00:00:00
860,7,246,Anomaly identification,459.94,5,57.66,0.21,2023-05-08 00:00:00
861,7,246,Model output interpretation,432.21,2,44.3,0.0277,2023-05-29 00:00:00
862,7,495,Dashboard navigation,108.74,7,42.13,0.9171,2023-05-14 00:00:00
863,7,495,Model output interpretation,526.44,5,15.98,0.3539,2023-05-20 00:00:00
864,7,495,Anomaly identification,261.43,4,85.84,0.2609,2023-05-16 00:00:00
865,7,495,Report export,36.84,3,51.48,0.9141,2023-05-29 00:00:00
866,7,545,Recommendation acceptance,281.98,5,40.64,0.2881,2023-06-02 00:00:00
867,7,545,Alert triage,81.0,0,30.56,0.0832,2023-05-22 00:00:00
868,7,545,Anomaly identification,264.8,7,57.5,0.6863,2023-05-21 00:00:00
869,7,545,Search & filter,47.66,3,77.41,0.9794,2023-06-03 00:00:00
870,7,769,Anomaly identification,88.45,2,22.35,0.9599,2023-05-26 00:00:00
871,7,769,Recommendation acceptance,599.43,5,36.41,0.8297,2023-05-15 00:00:00
872,7,769,Model output interpretation,358.97,5,80.94,0.3755,2023-05-28 00:00:00
873,7,769,Checkout completion,74.39,1,43.9,0.0299,2023-05-12 00:00:00
874,7,769,Alert triage,482.09,2,22.63,0.5304,2023-05-19 00:00:00
875,7,1,Onboarding flow,492.85,7,23.59,0.5953,2023-05-26 00:00:00
876,7,1,Report export,279.1,0,73.94,0.5157,2023-05-25 00:00:00
877,7,672,Dashboard navigation,417.34,0,46.78,0.3089,2023-05-12 00:00:00
878,7,672,Checkout completion,142.48,8,42.11,0.8978,2023-05-10 00:00:00
879,7,672,Model output interpretation,567.64,1,43.72,0.0358,2023-05-19 00:00:00
880,7,672,Onboarding flow,15.09,6,89.49,0.6806,2023-05-08 00:00:00
881,7,169,Dashboard navigation,107.14,2,73.62,0.9633,2023-05-12 00:00:00
882,7,169,Anomaly identification,511.96,0,43.63,0.738,2023-05-10 00:00:00
883,7,406,Model output interpretation,304.79,3,20.6,0.6707,2023-05-13 00:00:00
884,7,406,Search & filter,194.86,3,48.37,0.1039,2023-05-17 00:00:00
885,7,406,Checkout completion,65.46,0,38.41,0.3077,2023-05-30 00:00:00
886,7,210,Anomaly identification,348.88,4,54.48,0.8425,2023-05-11 00:00:00
887,7,210,Recommendation acceptance,244.94,5,68.13,0.6002,2023-05-28 00:00:00
888,7,210,Dashboard navigation,220.68,4,60.34,0.0552,2023-05-10 00:00:00
889,7,732,Dashboard navigation,226.06,1,10.72,0.9482,2023-06-03 00:00:00
890,7,732,Alert triage,477.01,7,86.67,0.0357,2023-05-29 00:00:00
891,7,732,Recommendation acceptance,84.84,8,37.67,0.1869,2023-05-23 00:00:00
892,7,320,Alert triage,179.96,5,24.44,0.61,2023-05-28 00:00:00
893,7,320,Dashboard navigation,204.85,6,69.71,0.1047,2023-05-15 00:00:00
894,7,320,Model output interpretation,330.32,2,79.66,0.3238,2023-05-29 00:00:00
895,7,142,Onboarding flow,238.05,4,71.05,0.851,2023-05-31 00:00:00
896,7,142,Alert triage,259.07,4,79.87,0.7939,2023-05-19 00:00:00
897,7,533,Alert triage,32.96,3,30.85,0.0254,2023-05-14 00:00:00
898,7,533,Recommendation acceptance,315.92,5,29.15,0.9676,2023-05-26 00:00:00
899,7,533,Dashboard navigation,332.6,0,88.16,0.8479,2023-06-02 00:00:00
900,7,431,Dashboard navigation,142.95,7,30.41,0.7519,2023-05-12 00:00:00
901,7,431,Search & filter,237.91,6,28.06,0.1139,2023-05-11 00:00:00
902,7,431,Anomaly identification,197.39,4,52.26,0.2125,2023-05-09 00:00:00
903,7,431,Checkout completion,451.98,1,53.87,0.2707,2023-05-18 00:00:00
904,7,539,Dashboard navigation,324.28,1,38.6,0.9,2023-05-27 00:00:00
905,7,539,Onboarding flow,184.12,2,67.97,0.6363,2023-06-03 00:00:00
906,7,539,Alert triage,380.38,4,47.83,0.0061,2023-05-12 00:00:00
907,7,539,Checkout completion,163.07,6,46.7,0.7458,2023-05-25 00:00:00
908,7,539,Recommendation acceptance,549.68,6,82.17,0.937,2023-05-18 00:00:00
909,8,423,Report export,413.71,6,86.51,0.0145,2023-08-31 00:00:00
910,8,423,Recommendation acceptance,54.93,0,73.1,0.1208,2023-09-10 00:00:00
911,8,423,Checkout completion,27.08,1,39.89,0.3857,2023-07-31 00:00:00
912,8,423,Dashboard navigation,429.38,8,26.93,0.8115,2023-08-08 00:00:00
913,8,423,Alert triage,331.52,7,51.36,0.7139,2023-08-15 00:00:00
914,8,214,Anomaly identification,393.58,6,58.52,0.1809,2023-08-26 00:00:00
915,8,214,Model output interpretation,233.76,3,10.66,0.4482,2023-09-05 00:00:00
916,8,214,Checkout completion,163.26,7,29.39,0.2025,2023-08-07 00:00:00
917,8,214,Onboarding flow,187.33,4,36.74,0.0673,2023-08-13 00:00:00
918,8,21,Alert triage,310.15,8,54.06,0.2606,2023-08-05 00:00:00
919,8,21,Dashboard navigation,569.91,6,65.05,0.8334,2023-07-31 00:00:00
920,8,21,Anomaly identification,300.21,2,14.16,0.8656,2023-07-27 00:00:00
921,8,125,Search & filter,588.34,2,86.38,0.4125,2023-09-04 00:00:00
922,8,125,Model output interpretation,62.32,6,45.27,0.8816,2023-08-29 00:00:00
923,8,456,Report export,558.91,2,78.08,0.5287,2023-08-20 00:00:00
924,8,456,Recommendation acceptance,32.34,3,51.98,0.451,2023-09-05 00:00:00
925,8,456,Search & filter,37.3,0,85.62,0.0148,2023-08-23 00:00:00
926,8,434,Report export,356.03,1,58.5,0.2734,2023-09-09 00:00:00
927,8,434,Search & filter,155.47,1,86.25,0.5253,2023-09-02 00:00:00
928,8,434,Checkout completion,533.9,1,85.7,0.1611,2023-08-26 00:00:00
929,8,434,Dashboard navigation,416.89,7,73.36,0.4407,2023-08-10 00:00:00
930,8,699,Onboarding flow,264.52,5,39.64,0.4261,2023-08-03 00:00:00
931,8,699,Checkout completion,411.19,0,40.95,0.7407,2023-09-11 00:00:00
932,8,699,Anomaly identification,93.4,2,83.29,0.3741,2023-08-21 00:00:00
933,8,199,Alert triage,146.44,5,61.35,0.7805,2023-09-02 00:00:00
934,8,199,Anomaly identification,450.07,2,53.89,0.7885,2023-08-21 00:00:00
935,8,199,Checkout completion,469.69,1,26.67,0.6954,2023-08-13 00:00:00
936,8,53,Search & filter,542.17,5,60.35,0.2301,2023-08-09 00:00:00
937,8,53,Model output interpretation,425.73,2,17.52,0.4452,2023-09-03 00:00:00
938,8,53,Onboarding flow,416.73,5,39.28,0.0404,2023-08-02 00:00:00
939,8,53,Report export,517.12,3,31.32,0.2575,2023-08-11 00:00:00
940,8,405,Checkout completion,423.14,8,79.02,0.8168,2023-08-27 00:00:00
941,8,405,Search & filter,42.33,7,63.96,0.5889,2023-09-06 00:00:00
942,8,405,Model output interpretation,286.11,0,47.11,0.0628,2023-08-31 00:00:00
943,8,405,Anomaly identification,496.15,4,28.33,0.0533,2023-09-09 00:00:00
944,8,248,Search & filter,119.64,8,31.19,0.137,2023-09-06 00:00:00
945,8,248,Alert triage,347.94,5,37.04,0.6377,2023-08-31 00:00:00
946,8,248,Checkout completion,598.37,6,32.03,0.837,2023-08-26 00:00:00
947,8,248,Dashboard navigation,457.48,6,84.4,0.5939,2023-08-16 00:00:00
948,8,398,Recommendation acceptance,164.01,8,12.97,0.8276,2023-08-04 00:00:00
949,8,398,Search & filter,270.46,8,41.43,0.9427,2023-08-19 00:00:00
950,8,398,Model output interpretation,342.19,6,21.19,0.1784,2023-09-09 00:00:00
951,8,398,Onboarding flow,516.65,0,35.37,0.8193,2023-08-21 00:00:00
952,8,340,Search & filter,596.45,4,42.55,0.6784,2023-08-22 00:00:00
953,8,340,Alert triage,369.37,4,32.88,0.0299,2023-08-25 00:00:00
954,8,340,Report export,52.41,4,67.05,0.0336,2023-09-08 00:00:00
955,8,651,Checkout completion,480.22,4,57.83,0.7151,2023-08-26 00:00:00
956,8,651,Alert triage,427.68,4,23.23,0.752,2023-08-01 00:00:00
957,8,651,Recommendation acceptance,139.44,3,72.98,0.9601,2023-08-01 00:00:00
958,8,651,Model output interpretation,316.89,1,19.81,0.6049,2023-09-06 00:00:00
959,8,22,Anomaly identification,584.94,6,19.04,0.553,2023-08-10 00:00:00
960,8,22,Search & filter,451.42,8,78.73,0.6185,2023-08-03 00:00:00
961,8,22,Model output interpretation,236.07,5,52.98,0.0619,2023-07-26 00:00:00
962,8,22,Report export,137.88,4,33.69,0.5661,2023-09-11 00:00:00
963,8,733,Onboarding flow,89.85,8,26.49,0.0876,2023-08-19 00:00:00
964,8,733,Anomaly identification,176.61,6,54.94,0.3923,2023-09-02 00:00:00
965,8,733,Checkout completion,569.31,2,57.53,0.3659,2023-08-01 00:00:00
966,8,733,Search & filter,144.07,8,15.43,0.2842,2023-08-10 00:00:00
967,8,677,Checkout completion,370.28,0,39.49,0.0,2023-08-29 00:00:00
968,8,677,Model output interpretation,579.76,0,32.71,0.2702,2023-08-06 00:00:00
969,8,677,Anomaly identification,240.09,8,18.29,0.0396,2023-08-04 00:00:00
970,8,598,Search & filter,538.52,7,10.74,0.3319,2023-09-02 00:00:00
971,8,598,Model output interpretation,304.46,7,66.57,0.0746,2023-07-28 00:00:00
972,8,598,Report export,101.01,8,50.18,0.2269,2023-08-11 00:00:00
973,8,193,Alert triage,499.81,7,34.08,0.7162,2023-08-28 00:00:00
974,8,193,Search & filter,594.43,4,43.61,0.6704,2023-08-02 00:00:00
975,8,193,Recommendation acceptance,83.07,5,57.99,0.9102,2023-08-01 00:00:00
976,8,193,Onboarding flow,598.75,2,66.62,0.2974,2023-07-31 00:00:00
977,8,110,Anomaly identification,446.49,0,14.33,0.2654,2023-09-07 00:00:00
978,8,110,Alert triage,578.51,8,65.64,0.1245,2023-08-10 00:00:00
979,8,787,Report export,140.0,7,71.08,0.6234,2023-08-29 00:00:00
980,8,787,Onboarding flow,349.36,0,29.69,0.952,2023-08-26 00:00:00
981,8,787,Checkout completion,32.58,2,78.81,0.3598,2023-09-06 00:00:00
982,8,97,Anomaly identification,64.38,7,32.03,0.874,2023-09-07 00:00:00
983,8,97,Report export,447.68,2,64.2,0.4651,2023-08-31 00:00:00
984,8,97,Onboarding flow,133.03,2,13.66,0.7876,2023-08-22 00:00:00
985,8,97,Alert triage,323.57,2,36.42,0.3824,2023-08-19 00:00:00
986,8,734,Dashboard navigation,247.95,4,48.34,0.7419,2023-09-08 00:00:00
987,8,734,Search & filter,241.65,4,35.51,0.9032,2023-08-21 00:00:00
988,8,734,Checkout completion,379.79,7,79.87,0.4011,2023-09-10 00:00:00
989,8,734,Recommendation acceptance,275.14,7,11.02,0.0532,2023-08-24 00:00:00
990,8,91,Alert triage,54.73,8,21.17,0.3492,2023-07-27 00:00:00
991,8,91,Search & filter,84.75,0,73.1,0.6881,2023-07-27 00:00:00
992,8,91,Model output interpretation,16.16,1,85.91,0.5507,2023-08-05 00:00:00
993,8,642,Anomaly identification,239.2,0,45.77,0.8672,2023-08-02 00:00:00
994,8,642,Alert triage,116.48,8,43.86,0.7495,2023-08-20 00:00:00
995,8,642,Search & filter,128.37,4,69.97,0.0223,2023-08-24 00:00:00
996,8,606,Onboarding flow,470.17,8,10.09,0.4129,2023-09-11 00:00:00
997,8,606,Recommendation acceptance,471.32,1,49.45,0.9251,2023-08-23 00:00:00
998,8,606,Model output interpretation,547.78,1,36.01,0.8181,2023-08-04 00:00:00
999,8,606,Checkout completion,433.66,1,63.95,0.6472,2023-09-07 00:00:00
1000,8,225,Search & filter,250.91,0,81.78,0.8482,2023-08-17 00:00:00
1001,8,225,Alert triage,581.41,3,27.77,0.1442,2023-08-05 00:00:00
1002,8,225,Dashboard navigation,526.79,4,83.35,0.473,2023-08-06 00:00:00
1003,8,225,Model output interpretation,298.69,8,14.85,0.963,2023-09-01 00:00:00
1004,8,225,Anomaly identification,341.92,7,79.51,0.2699,2023-08-22 00:00:00
1005,8,709,Alert triage,503.74,4,21.37,0.5984,2023-09-03 00:00:00
1006,8,709,Report export,241.16,8,12.97,0.3079,2023-08-11 00:00:00
1007,8,709,Checkout completion,464.66,4,42.5,0.256,2023-08-28 00:00:00
1008,8,709,Recommendation acceptance,352.37,0,34.39,0.145,2023-08-14 00:00:00
1009,8,178,Search & filter,135.36,8,60.82,0.5072,2023-07-28 00:00:00
1010,8,178,Onboarding flow,24.27,6,48.82,0.1139,2023-08-15 00:00:00
1011,8,178,Recommendation acceptance,508.6,7,12.73,0.2452,2023-08-26 00:00:00
